id,code,fullProductName,netContent,packRoundingThreshold,roundToZero,description,dispensableid
838d6b30-7a48-4dc0-9000-a566ed2d6b96,Alphazap541180677,soCALM Pain Relieving,23,9,false,Multi-layered systemic middleware,9f4336d5-e1da-47f6-bdc1-2470672ca1ef
5f6a1d77-bdbf-458a-a1eb-e6eb323f5633,Zoolab228437354,Dexamethasone Sodium Phosphate,61,10,true,Streamlined modular circuit,ac523cc0-cb98-4061-a6b1-508cf636e816
8e5557f5-4376-4127-b74e-4f1c5f4c6f10,Cookley443405182,Rizatriptan Benzoate,83,8,true,Universal multi-state pricing structure,1a5c9c42-451e-41d4-b04c-5f069955ca71
7161dfb8-e0d5-4019-9c54-7678faaa9969,Alphazap740159734,Ecolab,4,8,false,Visionary web-enabled flexibility,1bfced14-16ad-44df-b73f-5106353972d0
3063f90a-9d4b-4e02-8c97-10a01800cd17,Voltsillam117780581,Growth Hormone,91,10,false,Function-based bandwidth-monitored concept,915ecc5c-87ff-425e-ac64-45c831b6672b
b0ac718a-8008-468d-92ef-998ca12e2bfa,Cardify424694464,Triamcinolone Acetonide,47,1,true,Assimilated encompassing info-mediaries,afbd8835-9264-4602-87a4-41f5a752da82
b6e1f980-29ef-466b-a8f3-60e43cff5134,Vagram156914723,One Seed Juniper,91,4,false,Synergized zero administration support,b7c4800e-5955-45df-8a4f-4f260f00d493
d3360c7c-3d64-45db-9f2b-c2e59c98c660,Lotlux359287850,ERAXIS,85,2,false,Quality-focused fresh-thinking secured line,1a5c9c42-451e-41d4-b04c-5f069955ca71
425b328c-75f4-4e57-9548-8ff49ee952c4,Zaam-Dox640241230,Daytime Cold and Flu Relief,96,7,false,Re-contextualized grid-enabled knowledge user,d4d15162-5718-4f8d-942a-b8b85f3f78e4
204aacb0-2087-46d5-aad4-f33aaa3a07b1,Viva930041541,Plus Pharma,22,6,false,Proactive 6th generation superstructure,ffd57abe-a891-4f59-a66b-2ad3de0f809c
7011423c-7dec-410a-8dd7-e6431dfbb922,Job254983411,topiramate,3,4,false,Networked content-based installation,df396885-aba2-40dc-bfc2-212be35eb9d2
0b66617d-b24e-4452-872a-1d0ea1e39180,Prodder857794888,PROMETHAZINE HYDROCHLORIDE,67,6,false,Secured even-keeled groupware,c55bcbff-166e-4486-85e8-0f06acf978fe
1537301b-7a8d-45ce-b2fd-0945b0896dd8,Gembucket750872134,antibacterial hand sanitizer,68,9,true,Decentralized value-added hardware,daf071e6-2394-4ac9-b5a1-97a433d49160
6e039ed2-83b0-440c-96f6-4c58889974c3,Asoka830916988,NoSno,33,8,false,Polarised clear-thinking hardware,ffd57abe-a891-4f59-a66b-2ad3de0f809c
4b37619f-96e0-4f3e-8932-108acc0c8f14,Lotlux272770364,Ceftriaxone,71,5,true,User-friendly tertiary Graphical User Interface,df396885-aba2-40dc-bfc2-212be35eb9d2
3746a708-1f69-46ff-8e1e-1ba761e7d289,Y-Solowarm815297198,FLUOXETINE,59,7,true,Reactive web-enabled intranet,572db554-b816-4bf4-93ed-624bcdda2c39
bd3ddc5d-6601-4ff4-b7e5-0a6a2b87d391,Namfix529724682,DOLICHOS PRURIENS,6,2,false,Streamlined 24 hour infrastructure,54d6f74f-2d10-4d69-92ff-31da53c16b46
6e97af6e-0b9f-462d-a6c1-b4b6756371a2,Holdlamis323557987,Diazepam,42,3,false,Proactive bi-directional application,b9c10903-dad3-47b6-b6e5-21dd9d232ad8
9b136e11-8878-4fcc-be9c-9c8ebbd30df7,Stim478173603,Montelukast Sodium,10,1,true,Automated global artificial intelligence,83aea028-dcd5-42da-b17e-677fcc398d71
eac6a3c3-5f8a-4f93-9573-2ab0ec5d5058,Asoka916333849,Mannitol,96,9,true,Reverse-engineered optimal attitude,d4d15162-5718-4f8d-942a-b8b85f3f78e4
f4a48d62-476b-4e20-8425-db3470c0db6a,Zamit541993375,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,4,10,false,Horizontal bottom-line hardware,eea1399c-b99d-4e8a-af86-6a8062978bd9
5fdd8a16-8080-4477-a147-4188dcc6b03c,Temp290386101,clindamycin hydrochloride,13,10,false,Visionary analyzing analyzer,54d6f74f-2d10-4d69-92ff-31da53c16b46
cb043898-1f5c-49d3-a947-e7b1faaedbd2,Gembucket467844863,LEVAQUIN,16,6,false,Inverse optimal process improvement,b8764f2b-c649-4991-b160-fd9c9b8c258b
4a030192-7b03-4200-8117-49bf92379f6e,Toughjoyfax38592550,Ho Liang Kee,52,4,true,Face to face system-worthy implementation,62d6457e-02ab-49b0-8952-a1ed5bd8d056
fccbb2a8-0f70-4a59-8529-1ef671e0b17d,Mat Lam Tam837955325,Smart San Hand Sanitizer Spray Fragrenace-Free,19,6,false,Ameliorated demand-driven budgetary management,12466469-a5c0-4075-8792-1f9ae9784622
148979bf-e0fb-4fdd-872e-5d623e43b0e1,Namfix884635872,AcneFree Severe Terminator,14,9,false,Versatile directional open architecture,ffd57abe-a891-4f59-a66b-2ad3de0f809c
74d271fa-2deb-4b36-af69-9cf14ff1e8f8,Voyatouch170301387,Renes Veratrum,45,8,true,Cross-platform national intranet,a3d9fd8a-27a6-4288-93d3-92f941885e5d
7129755c-e544-450b-8976-4650130daeb1,Tres-Zap855753899,Triamcinolone Acetonide,22,7,true,Synergistic next generation system engine,ffd57abe-a891-4f59-a66b-2ad3de0f809c
89fd7e67-4c0a-4aeb-bc34-2ea0a17210d4,Tin881921948,AZITHROMYCIN,67,10,false,Function-based radical leverage,eea1399c-b99d-4e8a-af86-6a8062978bd9
c61e4dcc-7b5a-4a97-aee1-cc5d1605c62c,Flexidy316449159,Purminerals 4 in 1 Makeup SPF 15 Light,37,9,false,Re-contextualized 3rd generation analyzer,daf071e6-2394-4ac9-b5a1-97a433d49160
834d730b-55be-4e53-944a-fb304793482b,Alphazap178381092,FIREBUSH KOCHIA POLLEN,44,7,true,Grass-roots systematic function,afa35730-18eb-4cff-9031-bcd88bcf67ac
88f279a9-5840-4af4-b9aa-aa2e67a80311,Voltsillam65458208,PCXX ONE MINTE GEL VANILLA ORANGE,32,6,false,Multi-lateral national complexity,ac523cc0-cb98-4061-a6b1-508cf636e816
43eb233b-2b8b-4569-9fd4-1d1f05a35264,Gembucket837468696,infants ibuprofen,54,6,true,Devolved multimedia moderator,1bfced14-16ad-44df-b73f-5106353972d0
302609cb-37af-4c79-9020-180717223779,Daltfresh363171963,up and up dye free infants pain and fever acetaminophen,69,4,true,Synchronised demand-driven approach,afbd8835-9264-4602-87a4-41f5a752da82
b453253f-1c4b-425a-9e1c-cc70ed05fea1,Span377437863,CHILDRENS ADVIL COLD,49,8,true,Synergized secondary methodology,b9c10903-dad3-47b6-b6e5-21dd9d232ad8
bf59c44c-e453-482e-9add-073385332706,Vagram470630904,Cold-EEZE,94,6,true,Mandatory fresh-thinking open system,54d6f74f-2d10-4d69-92ff-31da53c16b46
648763dc-18b4-447e-8ed9-ba50210fa139,Cookley294656867,EARACHE DROPS,8,8,true,Virtual bi-directional process improvement,c05d4177-8844-48f8-94fb-3ecf6b3fb1cc
eeafe29d-92f0-4bb0-8a7f-c7ab550ad6d6,Treeflex977778955,Ondansetron Hydrochloride,95,4,false,Integrated didactic matrices,54d6f74f-2d10-4d69-92ff-31da53c16b46
c2a6da2d-ab9c-4a14-9e70-bf2a2d738eaf,Redhold566730880,House Fly,61,1,true,User-centric contextually-based initiative,2a3a4ff5-35ed-438f-87a9-fee1e597fca3
b526f4e4-6676-40fd-84c6-2c396145f7c2,Holdlamis176004011,PMS,56,1,false,Digitized 24 hour algorithm,b952ad73-dc30-45f5-93a5-3fb752e092ed
8a013fdd-8e29-4fa9-af10-cc4c9036e469,Bitwolf407343804,High Potency Heal Grief,4,7,false,Visionary fault-tolerant methodology,ac523cc0-cb98-4061-a6b1-508cf636e816
a162bdbc-ac4b-4fe1-9d8c-b6702e051888,Home Ing638554859,Flounder,26,3,true,Monitored logistical open architecture,c05d4177-8844-48f8-94fb-3ecf6b3fb1cc
1c1e7474-ed1d-46fd-8073-d2caa0dca236,Asoka814605772,AloeGuard,83,5,true,Networked zero defect help-desk,d18c1b6e-9961-4106-801d-28ce4a71bd47
784b0715-5046-404d-81f9-f1f259d1b837,Voyatouch917218056,Neutrogena Healthy Skin Compact Makeup,77,10,false,Face to face web-enabled service-desk,cd47655d-2330-4910-bf6a-9b3d55d0b2ce
c2228d0b-bdd2-4707-819c-a45229799743,Y-Solowarm78874892,Antibacterial Hand Polar Mint,13,9,true,Polarised explicit knowledge base,915ecc5c-87ff-425e-ac64-45c831b6672b
cd772686-3911-40c2-838e-1ebbe834305b,Bitwolf516873578,ISENTRESS,9,6,false,Programmable asynchronous artificial intelligence,b9c8ba9b-91ec-4908-9c68-ecbd579036eb
b12d48fb-79b2-41b6-888c-daa33347f6a6,Namfix281061918,Levofloxacin,41,9,true,Pre-emptive analyzing algorithm,50b7b60f-8ac6-42fe-a74f-bbf8b4e2b570
14158e1b-3f67-4c04-a6a5-42dc80c693e3,Hatity219743864,SKELAXIN,16,8,false,Realigned exuding system engine,0251c7ba-da9e-4e7e-981d-d3b57d336981
51846bc3-e445-4fed-ae6d-6978458ecd01,Latlux408126292,Care One,6,6,false,Reduced tertiary secured line,b9c10903-dad3-47b6-b6e5-21dd9d232ad8
a1920db8-d359-43a0-928c-9b7c38e2335b,Subin737525650,Quinapril,42,7,true,Virtual needs-based time-frame,94504ff0-d0a0-4b64-9d34-2210dce715db
a0987768-f31f-46fd-a302-f2aa889bf5d5,Sub-Ex76966641,Pain Relief PM,14,3,true,User-centric 3rd generation challenge,83aea028-dcd5-42da-b17e-677fcc398d71
9c4488ae-7903-4644-8dc0-44a5eb34f440,Cardify511814306,Quinapril,39,10,false,Secured interactive standardization,54d6f74f-2d10-4d69-92ff-31da53c16b46
aeab8178-89de-44f9-a362-078b18a73cbc,Viva805570079,Sunmark Urinary Pain Relief Maximum Strength,88,8,false,Intuitive methodical standardization,7dea5bc1-daf4-4c82-a447-d9393822c4fc
3e6875c4-7f6a-4a76-8cd0-b2b465322bcd,Lotlux280143766,Yellow Birch,76,7,false,Team-oriented coherent help-desk,d10f85d2-ae75-483e-9d84-2eeafbc07a88
920dda08-f8b2-4e2c-ae1d-78307bf415f6,Voltsillam921222545,Lice Treatment,20,7,true,Mandatory background Graphic Interface,ddcce957-a360-47e1-af82-f9c3c1525298
3e5a2793-b9e8-4f22-8be9-5635f400a03a,Latlux369975662,Earwax Removal Aid,24,7,true,Adaptive 4th generation concept,afa35730-18eb-4cff-9031-bcd88bcf67ac
47e6ae54-774f-4c7b-b591-088baf1c5cf7,Domainer258890752,Mentholatum Deep Heating Rub,71,5,false,Phased responsive project,ffd57abe-a891-4f59-a66b-2ad3de0f809c
01fbb744-1b7f-46de-9c94-4f514b3fd02b,Ventosanzap89821986,BLEMISH LAB BYE PORE BB,43,9,false,Multi-layered zero tolerance portal,afa35730-18eb-4cff-9031-bcd88bcf67ac
aee716bf-8968-4ea1-a34f-13482dabc5f9,Rank595354542,Liothyronine sodium,50,8,false,Devolved reciprocal intranet,cd47655d-2330-4910-bf6a-9b3d55d0b2ce
a62672bc-24d8-41a2-b1e1-f4514707cefc,Y-find97251327,Atovaquone and Proguanil Hydrochloride,46,2,true,Inverse asymmetric contingency,c55bcbff-166e-4486-85e8-0f06acf978fe
744251a5-0711-45df-9269-3a215cb39dab,Ventosanzap879907736,Aspergillus repens,33,10,true,Persevering real-time infrastructure,c05d4177-8844-48f8-94fb-3ecf6b3fb1cc
415c2036-a419-4f37-b2fb-6fefcdd10434,Trippledex801851695,Vytone,34,4,true,Reverse-engineered encompassing extranet,bb81110c-7a94-4ac3-9bd5-67184160259d
a110f167-4c10-4675-a20f-f32210af51cf,Job877207832,Chloraseptic Warming Sore Throat,7,2,true,Persevering dynamic knowledge user,df396885-aba2-40dc-bfc2-212be35eb9d2
ca59d694-109b-489f-a43f-ddf144d17182,Hatity949115866,PAROXETINE,17,6,true,Vision-oriented clear-thinking definition,9914a1fc-61a3-43eb-89f6-5525e08f88ee
7531603e-3ce3-4728-89a8-7fb954efb135,Viva755921138,Icy Hot,43,10,false,Triple-buffered uniform throughput,cd47655d-2330-4910-bf6a-9b3d55d0b2ce
eb91fe81-ee4d-46df-a455-8e4cdfe63614,Mat Lam Tam524170049,Quinapril Hydrochloride,37,2,false,Advanced holistic array,375127ec-0ac9-4b91-9111-7f1d2bbbd0ac
3c9eed8a-a63d-4162-bb49-4fd778f8f004,Namfix161466563,365 Everyday Value Arnica,36,3,true,Organized object-oriented protocol,b6eb78c8-3c62-427e-87a8-e16615f9683d
968311be-159c-4cf6-894d-2d5168616ed6,Ventosanzap771094695,Azilect,6,5,false,Compatible impactful benchmark,b9c8ba9b-91ec-4908-9c68-ecbd579036eb
b35c7f00-8c62-4ed5-bb5e-7dacce08a675,Latlux319214716,AMARYL,40,2,false,Automated bifurcated utilisation,d7ea198c-bf53-4cad-b068-dc5877c64229
4aa10558-9cee-446d-92c3-0eca7bc85242,Stronghold114376024,BIRDS GARDEN LIP BALM,30,1,false,Cross-platform holistic moratorium,843457e4-0de6-46c4-aa8a-5df5d00aaa8f
43f4fea0-c5e8-47a9-9d76-0055a3fd656f,Cookley880622720,"Food - Dairy Products, Casein, Cow Milk",62,8,false,Operative full-range synergy,afbd8835-9264-4602-87a4-41f5a752da82
e2b3f36f-bc4c-4fce-99bd-56f63e1ce1dd,Latlux172568732,Orris Root,10,4,true,Self-enabling even-keeled time-frame,82801936-acf5-47c7-8712-3d518479c941
a850bfc2-1c15-4b26-a06b-c74ac9248f50,Bitchip142370702,PYRETHRUM,40,5,false,Total optimizing software,df396885-aba2-40dc-bfc2-212be35eb9d2
a03423ac-aa19-4f92-a476-f9942bca44a0,Stringtough730399599,Irbesartan,21,4,false,Synchronised static middleware,b952ad73-dc30-45f5-93a5-3fb752e092ed
fe14437d-6537-44bb-b3d9-49388dcd4a16,Overhold758924797,antibacterial hand sanitizer,30,3,true,Focused 4th generation info-mediaries,843457e4-0de6-46c4-aa8a-5df5d00aaa8f
d236ca14-be77-441f-9a77-78a08fb24f80,Konklux777221831,Dicyclomine,61,5,true,Function-based mission-critical support,1bfced14-16ad-44df-b73f-5106353972d0
fb04b1cd-005c-440e-a139-da0a045db00b,Sub-Ex285418448,Solution,34,6,false,Triple-buffered heuristic local area network,b952ad73-dc30-45f5-93a5-3fb752e092ed
cbdfb8f2-6d95-4700-a850-878783a7e2c9,Ventosanzap378001441,Diovan HCT,31,3,true,Enhanced motivating archive,843457e4-0de6-46c4-aa8a-5df5d00aaa8f
284fde8d-78fb-4bb9-ae60-ef1aab236607,Subin97132732,Mirtazapine,46,10,true,Compatible interactive moratorium,0198a03d-d138-489d-a1f4-3c4a1719b987
434f97e6-fcc6-4eaa-8f53-036227288144,Stronghold292983634,Ketoconazole,74,7,true,Assimilated mission-critical approach,9f4336d5-e1da-47f6-bdc1-2470672ca1ef
e09b47e4-c5d2-4966-87b9-ec67ee02c8cf,Aerified554840011,Rapid Repair Balm,64,6,false,Quality-focused global local area network,3722add3-32f4-4b3a-bdd5-ca036ac73624
70fa9d9b-5f3a-4ca8-8464-745d480beb9c,Tresom899558471,LEVEL WINTERMINT FIVE WHITENING FORMULA ANTICAVITY,45,2,false,Total radical toolset,843457e4-0de6-46c4-aa8a-5df5d00aaa8f
7938037b-5d11-49b1-9630-a6774734d97c,Transcof93816906,ESIKA,74,7,true,Ameliorated maximized initiative,915ecc5c-87ff-425e-ac64-45c831b6672b
fbb57617-27bb-48da-9603-d63eff2efbb3,Bitchip486999827,IMIPRAMINE PAMOATE,3,8,true,Multi-lateral contextually-based flexibility,d7ea198c-bf53-4cad-b068-dc5877c64229
966f6c34-bcf9-4e6c-b0e1-60b9095d7291,Solarbreeze716333698,Pylera,91,8,false,De-engineered mobile budgetary management,d97e2d8d-7d0f-47f7-87d5-28ff55f9364c
97127f4f-55ad-475c-972f-f76b0ebc3ec3,Zoolab700369477,Metoprolol Tartrate,58,8,false,User-friendly explicit throughput,d7ea198c-bf53-4cad-b068-dc5877c64229
eee07e96-1729-4655-9238-8a85763bede7,Duobam65891874,Budesonide,55,2,false,De-engineered clear-thinking superstructure,83aea028-dcd5-42da-b17e-677fcc398d71
8e8e3fa4-d256-4643-8ba3-2d8c97f87c42,Y-Solowarm159170726,Restless Leg,88,1,true,Digitized actuating hub,83aea028-dcd5-42da-b17e-677fcc398d71
d4361ea9-8bdc-4629-ad5d-e43dc9a25e51,Greenlam182300606,"Molds, Rusts and Smuts, Pullularia pullulans",60,8,true,Realigned 24/7 success,b659c6aa-37ad-4cb9-bf76-7e6669c04fed
c06e7f6c-624a-45ec-9e51-7c849aad9638,Gembucket601847406,Chem - Tox,52,3,false,Persevering zero tolerance conglomeration,22011f6f-1b25-42cd-aedf-e5e92efa186b
1af7623b-42f4-450c-955b-f483d0135f44,Sonair182294114,Super Aqua Toner,79,8,false,Ergonomic cohesive array,db10e9b3-6ce6-4fda-b2c3-0b6a8e419b91
00246067-85a7-4012-8245-c63ca7ce895b,Lotlux133241819,Metformin Hydrochloride,48,4,false,Persistent eco-centric workforce,c05d4177-8844-48f8-94fb-3ecf6b3fb1cc
b82033c8-7bbb-471a-a13d-fab18d065452,Vagram55284773,Hydrocodone Bitartrate And Acetaminophen,62,7,false,Progressive context-sensitive software,33259963-6feb-48d6-b29d-d313936cdbb3
9175e511-b00f-4aaf-8d8a-ff741aa35029,Rank670781621,Metoprolol Succinate,79,8,true,Visionary analyzing hierarchy,12466469-a5c0-4075-8792-1f9ae9784622
7230dfc0-f612-46f6-8c58-18d424aecd48,Zamit149267864,AntiGas,28,10,true,Team-oriented fresh-thinking migration,ac523cc0-cb98-4061-a6b1-508cf636e816
4639bf4d-c7ab-4cf7-a66c-a54d99d2d68a,Tresom353252723,Laura mercier Moisturizer cream with SPF 15,34,2,false,Team-oriented neutral internet solution,82801936-acf5-47c7-8712-3d518479c941
f457d482-c8af-4c4a-942e-dfcef066e276,Viva823637893,ROPINIROLE HYDROCHLORIDE,54,1,false,Phased discrete neural-net,db10e9b3-6ce6-4fda-b2c3-0b6a8e419b91
2089ff5a-9c42-431b-9cf5-8dd435310091,Zathin124890434,HEADACHE AND MIGRAINE,2,1,false,Seamless methodical moderator,9f4336d5-e1da-47f6-bdc1-2470672ca1ef
9e2308e6-36c1-4789-83d8-d06033d03233,Otcom727088997,Bodycology,32,4,true,Extended explicit hierarchy,b7c4800e-5955-45df-8a4f-4f260f00d493
7105767a-bdfa-4e1e-975e-7a3aee0b0249,Regrant177279958,all day allergy relief,28,10,false,Assimilated next generation product,5b71a8ec-9ef2-4f09-a61c-d1f5017ac697
9ee853e9-d00c-41b8-8fe7-dae9987170cf,Y-find480211077,Marcaine,37,6,true,Open-architected grid-enabled migration,572db554-b816-4bf4-93ed-624bcdda2c39
f8e41c81-2879-484b-a954-b583500d1875,Ventosanzap774855253,Severe Cold and Congestion Maximum Strength,34,8,false,Exclusive clear-thinking initiative,8282ae4f-0410-4e77-a2f8-735d3ac442db
efc17167-a662-47d5-932d-c3db8c9dfaa2,Domainer278955459,Cortrosyn,86,9,false,Public-key fault-tolerant project,afbd8835-9264-4602-87a4-41f5a752da82
e5bc8688-7b43-4829-a5b6-3fd8ec22d408,Subin103903005,Midodrine HCl,77,9,true,Centralized analyzing model,9f4336d5-e1da-47f6-bdc1-2470672ca1ef
03fa9f84-9d2b-45c7-83b1-49e8e2e66bf6,Holdlamis846393318,Flucytosine,2,1,false,Fully-configurable solution-oriented product,5b71a8ec-9ef2-4f09-a61c-d1f5017ac697
04d09f12-ab50-4a10-b9a2-c4737ffca83a,Flowdesk909170462,OLOGY,63,10,true,Versatile asynchronous protocol,d7ea198c-bf53-4cad-b068-dc5877c64229
b523dc24-9ebf-4231-b29e-a829372f3e24,Solarbreeze764571090,tizanidine,61,2,true,Fundamental human-resource project,a3d9fd8a-27a6-4288-93d3-92f941885e5d
7d71f8c2-25e7-46ac-bb03-dd317968fc77,Cookley154507043,Aspergillus flavus,61,7,false,Cross-platform client-driven product,690b6b04-688f-4249-904c-f310f2785217
