id,facilityid,commoditytypeid,processingperiodid,amount
aecec626-3121-4fe6-ad23-75429a46d127,7fc9bda8-ad8a-468d-8244-38e1918527d5,99ccf663-3304-44ae-b2e0-a67fd5511e2a,1f3c89b2-13e4-4a72-9ef2-228302cc5a25,8100
65b20973-3aa1-4e63-b9c4-64732a370bd3,7fc9bda8-ad8a-468d-8244-38e1918527d5,99ccf663-3304-44ae-b2e0-a67fd5511e2a,96da0fc3-28fd-4a3f-87a8-b5cdb175c45a,6900
44dc49b0-1b05-4667-8ac4-4e3b72e09ff2,7fc9bda8-ad8a-468d-8244-38e1918527d5,99ccf663-3304-44ae-b2e0-a67fd5511e2a,0e64442e-fbbe-4a25-9062-fb137040fa63,8900
b0f93dc1-a57e-46b2-a08c-d3cae0d1b9f8,7fc9bda8-ad8a-468d-8244-38e1918527d5,99ccf663-3304-44ae-b2e0-a67fd5511e2a,af437fc4-ca09-4f02-9ab8-095032f1109b,2800
74ab272d-a87f-4c75-b8ad-53cbbf179f13,7fc9bda8-ad8a-468d-8244-38e1918527d5,99ccf663-3304-44ae-b2e0-a67fd5511e2a,2ad974da-3037-4d34-b383-202176b2e13c,5700
15717487-60ba-47d7-80e8-a14e88dd03a3,7fc9bda8-ad8a-468d-8244-38e1918527d5,99ccf663-3304-44ae-b2e0-a67fd5511e2a,c0f0f055-8b50-4709-a02d-d6cc1850bd14,4600
2a35755a-8682-452b-976e-b4ed60cd8a44,7fc9bda8-ad8a-468d-8244-38e1918527d5,99ccf663-3304-44ae-b2e0-a67fd5511e2a,6be40568-80ff-47a0-9f14-db7c51fedce1,4100
a9293110-de8c-4344-b86a-0763813f8cfd,7fc9bda8-ad8a-468d-8244-38e1918527d5,99ccf663-3304-44ae-b2e0-a67fd5511e2a,f23ce0ab-2ebd-4d19-ba6e-aa9bdd34093b,2400
7ec085ba-490f-413a-9fb9-e15fe6ed65f9,7fc9bda8-ad8a-468d-8244-38e1918527d5,99ccf663-3304-44ae-b2e0-a67fd5511e2a,be8f5943-884a-4ca6-b722-5b37acde7b3f,9700
3d8d9884-3451-4548-981b-6ffeb8d1d142,7fc9bda8-ad8a-468d-8244-38e1918527d5,99ccf663-3304-44ae-b2e0-a67fd5511e2a,23df650a-c3b7-46f0-ad57-b6ef40277c62,1800
5097af0f-b120-428d-bb82-7dc8713ed064,7fc9bda8-ad8a-468d-8244-38e1918527d5,99ccf663-3304-44ae-b2e0-a67fd5511e2a,2518c3f5-4fdc-4b0f-a5f6-c4f78a9d9526,2000
2171f65e-dc50-4f45-967e-71128c2bcfe7,7fc9bda8-ad8a-468d-8244-38e1918527d5,99ccf663-3304-44ae-b2e0-a67fd5511e2a,5472fed7-ca2d-40ff-8252-9d66910b61a5,8900
3e4829df-e6f9-4cd9-af7b-afe59fbb6c69,7fc9bda8-ad8a-468d-8244-38e1918527d5,99ccf663-3304-44ae-b2e0-a67fd5511e2a,ae3b0c21-71b6-4edd-9141-657da14d4345,5800
f9260ac9-109f-46c6-9a9e-7f3baa88c3e8,7fc9bda8-ad8a-468d-8244-38e1918527d5,99ccf663-3304-44ae-b2e0-a67fd5511e2a,ee960601-b2ba-453f-9bb2-ffee336b5634,5600
510f8910-47b9-4175-92a9-2c06cc6c3a41,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,516ac930-0d28-49f5-a178-64764e22b236,9300
7ba27115-e3c4-44b3-a0e3-43c83d3733c4,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,04ec3c83-a086-4792-b7a3-c46559b7f6cd,2000
2068e441-2247-478d-a6ce-dcf50007ff3c,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,61694e82-1be6-40a4-9aaa-bfbb720a0d7d,6500
8c1e2af6-8086-42c5-b960-260ab7bf20a9,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,c9287c65-67fa-4958-adb6-52069f2b1379,7200
22bde9ef-b281-47be-bec8-1008080ee189,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,2d490229-02f8-4235-9be4-1443fd8f7b4f,1800
7386d771-d1fc-4165-abaa-2d07d4f0d723,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,a91dfbdf-0d9b-4cb1-9d46-0a47b17d22d0,8000
29d1332e-cd5c-4b97-97f5-80e2a5dff985,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,f55d9dda-d440-40c0-a793-914e0fe1f579,2600
2a0d3b98-e006-44b7-abdd-2beebc177843,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,ecd6c3c8-f80c-4c4e-af9a-d0529b55424a,1000
29eb46f3-086d-41b2-97bd-c9f4f4d59577,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,c08e1295-793f-4550-933b-571e117f15d9,6000
5b83e1a5-1e1e-418f-8004-aa91e95a578c,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,2a9fddb6-5dd3-4dde-81f3-c19629257986,4200
1977fea2-c05b-4b0a-bd3c-51e49bc8b36c,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,1f3c89b2-13e4-4a72-9ef2-228302cc5a25,8400
aa7a3b68-d9f7-4d42-beae-f47e3fd92dab,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,96da0fc3-28fd-4a3f-87a8-b5cdb175c45a,5000
cb2576b0-f38b-4168-99d7-63609a993d34,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,0e64442e-fbbe-4a25-9062-fb137040fa63,1300
1aa7a0fe-ee57-44f5-babd-59afe9a76824,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,af437fc4-ca09-4f02-9ab8-095032f1109b,3300
da7262c4-aaf6-40a0-a2a9-adc6dbbb8a32,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,2ad974da-3037-4d34-b383-202176b2e13c,2500
aaaa78e2-78d6-46bc-8140-59c20255398b,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,c0f0f055-8b50-4709-a02d-d6cc1850bd14,1700
cf2a2c58-2d24-4104-b9f5-4b0b76ec490c,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,6be40568-80ff-47a0-9f14-db7c51fedce1,8900
a1cc9496-c348-4a4b-84ac-088701ea6ad4,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,f23ce0ab-2ebd-4d19-ba6e-aa9bdd34093b,5500
b7272ae3-63f5-48f2-8574-7db95aa78bfa,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,be8f5943-884a-4ca6-b722-5b37acde7b3f,2100
ac0a2d75-d222-45b9-842b-abc119758ac4,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,23df650a-c3b7-46f0-ad57-b6ef40277c62,6000
81fc6b56-1f92-42fd-82f4-3250c2184e89,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,2518c3f5-4fdc-4b0f-a5f6-c4f78a9d9526,4000
8c550435-1153-48db-9b59-1547b3d31ce2,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,5472fed7-ca2d-40ff-8252-9d66910b61a5,5800
388161e8-3ec3-4a42-b852-c279327718a0,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,ae3b0c21-71b6-4edd-9141-657da14d4345,7700
1f7def4d-c3dd-47df-a6f8-c02407895b0e,7fc9bda8-ad8a-468d-8244-38e1918527d5,c46c3872-3f64-417f-9d03-235eaa100858,ee960601-b2ba-453f-9bb2-ffee336b5634,7200
e4380bd0-8546-4b7b-a556-efc432baf957,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,516ac930-0d28-49f5-a178-64764e22b236,9300
2f323133-3c38-4c35-be58-75c8c2b6f758,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,04ec3c83-a086-4792-b7a3-c46559b7f6cd,8100
16d21923-2a56-46de-955d-aa4e9490e3fa,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,61694e82-1be6-40a4-9aaa-bfbb720a0d7d,5000
68026763-8ff4-42fc-92c8-948d16695947,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,c9287c65-67fa-4958-adb6-52069f2b1379,4500
738c3abd-6c88-4fec-822e-8a00d892ae3b,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,2d490229-02f8-4235-9be4-1443fd8f7b4f,3000
02be3f10-2cf0-4fe3-bfae-00f2f5a01afe,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,a91dfbdf-0d9b-4cb1-9d46-0a47b17d22d0,6900
12b0e5c2-ca8b-42b3-9e72-cc38da98d475,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,f55d9dda-d440-40c0-a793-914e0fe1f579,2500
bd69aa40-0142-40b4-ae8f-e85d1bb44e3f,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,ecd6c3c8-f80c-4c4e-af9a-d0529b55424a,1600
c4107b3a-e81c-49c5-a879-0bcfb435b283,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,c08e1295-793f-4550-933b-571e117f15d9,7300
af4823d5-d4c7-41bc-b521-65d9cba577d2,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,2a9fddb6-5dd3-4dde-81f3-c19629257986,4000
9ab0f5e7-e9b9-480c-9996-a67f25dfb697,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,1f3c89b2-13e4-4a72-9ef2-228302cc5a25,8500
57873aec-abb5-4ba2-928b-ff3fea411ef3,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,96da0fc3-28fd-4a3f-87a8-b5cdb175c45a,3500
b877f61e-c931-4b38-aa55-6e25e1223c7f,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,0e64442e-fbbe-4a25-9062-fb137040fa63,7300
50d8d996-6bc2-4f83-ac4f-35a4c728b190,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,af437fc4-ca09-4f02-9ab8-095032f1109b,8200
253bd15c-3172-4223-99cc-90c5d32fadd0,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,2ad974da-3037-4d34-b383-202176b2e13c,5700
57db3ecd-6035-4130-bf2a-14cbe66e2455,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,c0f0f055-8b50-4709-a02d-d6cc1850bd14,1700
3d792466-f53e-43cb-af97-12e49e83ffbd,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,6be40568-80ff-47a0-9f14-db7c51fedce1,2900
743ba677-3f6c-461a-a57c-6460606f9548,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,f23ce0ab-2ebd-4d19-ba6e-aa9bdd34093b,8900
fbc98996-cab4-49ca-bf55-ad27757b351a,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,be8f5943-884a-4ca6-b722-5b37acde7b3f,2800
e163bf09-5447-446c-8f38-5df364fa9562,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,23df650a-c3b7-46f0-ad57-b6ef40277c62,8700
f7e0e423-bd18-4cdc-9ccb-f05b1e34146d,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,2518c3f5-4fdc-4b0f-a5f6-c4f78a9d9526,2800
a32aacd7-e0ee-492a-8372-2c66a375c531,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,5472fed7-ca2d-40ff-8252-9d66910b61a5,1700
79398e57-bcbd-46f2-bdc1-7d2017e960e3,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,ae3b0c21-71b6-4edd-9141-657da14d4345,6100
1989baba-dc55-4fa3-b1e8-40de1536a392,7fc9bda8-ad8a-468d-8244-38e1918527d5,43a1cd06-42f1-4e7c-b8ed-594416985381,ee960601-b2ba-453f-9bb2-ffee336b5634,9600
2f3cc3a0-028c-49fc-9fc4-c15dba1d49e5,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,516ac930-0d28-49f5-a178-64764e22b236,8300
6b489c87-c082-4eff-b4c5-27b504790074,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,04ec3c83-a086-4792-b7a3-c46559b7f6cd,9900
1cd4d352-4949-4985-82b1-ae1d6b31120d,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,61694e82-1be6-40a4-9aaa-bfbb720a0d7d,8500
9f1310b6-39c6-4827-9d86-5ae524948ad8,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,c9287c65-67fa-4958-adb6-52069f2b1379,2000
591acffa-2c0c-47bd-a7c7-2902be3510b7,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,2d490229-02f8-4235-9be4-1443fd8f7b4f,5000
069ca4d5-dd65-4488-b9dc-07962484660e,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,a91dfbdf-0d9b-4cb1-9d46-0a47b17d22d0,6800
a83e3050-b6d6-40c5-b336-bdbd4c1f0c49,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,f55d9dda-d440-40c0-a793-914e0fe1f579,3900
5a826637-16ac-4ba6-bc6d-a96ebd8f8249,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,ecd6c3c8-f80c-4c4e-af9a-d0529b55424a,9500
479d2494-1d2b-4535-b958-331bc6015ca7,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,c08e1295-793f-4550-933b-571e117f15d9,7900
b6a96453-8ed8-4075-a8fd-ca3d61805a3a,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,2a9fddb6-5dd3-4dde-81f3-c19629257986,7300
7844a955-de54-447e-8410-bfc67765e23b,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,1f3c89b2-13e4-4a72-9ef2-228302cc5a25,2300
51457a2d-f10e-4f2f-acca-3f60b4b25363,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,96da0fc3-28fd-4a3f-87a8-b5cdb175c45a,1600
14b39554-f89b-48b4-b3f1-7d8273ed0e02,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,0e64442e-fbbe-4a25-9062-fb137040fa63,4900
ae421f9d-e605-44e1-b1c2-272375e052a1,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,af437fc4-ca09-4f02-9ab8-095032f1109b,1800
d9cca9f2-9411-448d-b8d6-95f555c164cb,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,2ad974da-3037-4d34-b383-202176b2e13c,2500
a82f1120-5077-42eb-9f08-331d908c0199,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,c0f0f055-8b50-4709-a02d-d6cc1850bd14,5800
3fe0c995-8c92-48ec-b597-4c641670c600,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,6be40568-80ff-47a0-9f14-db7c51fedce1,3700
c9ecbb43-61ac-4292-96e2-7dc922e9c3e4,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,f23ce0ab-2ebd-4d19-ba6e-aa9bdd34093b,2800
4f02009f-7143-4732-98bd-594ee2c5d10a,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,be8f5943-884a-4ca6-b722-5b37acde7b3f,4900
3a287d5d-14b2-47c1-ae4c-ca2f02a2473e,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,23df650a-c3b7-46f0-ad57-b6ef40277c62,1500
9869ff0d-9395-42c7-95b9-87dc84343ec9,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,2518c3f5-4fdc-4b0f-a5f6-c4f78a9d9526,1600
dc7900e5-9f32-4fff-a2d8-31dd370b4708,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,5472fed7-ca2d-40ff-8252-9d66910b61a5,1700
0f74df83-50bf-4e40-80c2-4b965bde1c65,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,ae3b0c21-71b6-4edd-9141-657da14d4345,4500
c8a29267-a7a9-47ec-a6a0-a5aa7c45ccc8,7fc9bda8-ad8a-468d-8244-38e1918527d5,d81a1eaa-05fe-47ab-ac4c-a79aca8f926b,ee960601-b2ba-453f-9bb2-ffee336b5634,2300
8f508551-7aeb-42a1-8e75-fd8803d9c89d,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,516ac930-0d28-49f5-a178-64764e22b236,1500
05404f72-501f-4c57-9183-acd9da7b7ca3,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,04ec3c83-a086-4792-b7a3-c46559b7f6cd,4300
3791b244-cf9f-4941-a4eb-83da47407c06,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,61694e82-1be6-40a4-9aaa-bfbb720a0d7d,4000
4eb88595-2660-42d7-b74e-6a4e745b0863,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,c9287c65-67fa-4958-adb6-52069f2b1379,6100
caa9546c-9ec3-485a-ae5b-245c5cefe259,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,2d490229-02f8-4235-9be4-1443fd8f7b4f,2800
a16564d2-98d0-4a8b-a568-0ef32ddec4f8,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,a91dfbdf-0d9b-4cb1-9d46-0a47b17d22d0,8600
0123f88b-ecf2-4d7a-a0f2-4a6575be16b6,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,f55d9dda-d440-40c0-a793-914e0fe1f579,2400
a7394065-1184-4a59-b8ca-c126a6e16c0c,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,ecd6c3c8-f80c-4c4e-af9a-d0529b55424a,5000
a759fe5a-3946-45ef-a920-8a65f13a5188,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,c08e1295-793f-4550-933b-571e117f15d9,3900
54c9fa66-a2d2-40df-afaa-ea90257b5516,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,2a9fddb6-5dd3-4dde-81f3-c19629257986,6600
596e2102-4e04-4a9c-9f6b-9ef02eaa1070,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,1f3c89b2-13e4-4a72-9ef2-228302cc5a25,8200
e4f23e9b-38df-456b-9de8-6313d58ba57a,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,96da0fc3-28fd-4a3f-87a8-b5cdb175c45a,7100
36800410-90a6-42ca-9453-b5867e7ccf61,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,0e64442e-fbbe-4a25-9062-fb137040fa63,2800
b40ee76a-3e83-48ed-92ef-dac9995dde6b,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,af437fc4-ca09-4f02-9ab8-095032f1109b,7300
43ad4b6a-665d-478a-829a-068cab50f6c0,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,2ad974da-3037-4d34-b383-202176b2e13c,3700
bf96ff31-4923-4421-97fc-ab1d9fd036dc,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,c0f0f055-8b50-4709-a02d-d6cc1850bd14,2100
eb24ac2a-5df1-4e1c-80d2-dcb600a3d3ea,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,6be40568-80ff-47a0-9f14-db7c51fedce1,8700
4ba54df1-8d7b-489e-a21a-a2894c67f4df,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,f23ce0ab-2ebd-4d19-ba6e-aa9bdd34093b,7400
15071da8-e4e5-45c0-9273-29c8bc321d29,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,be8f5943-884a-4ca6-b722-5b37acde7b3f,7400
534c9c98-a051-44ce-b062-acc89696b837,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,23df650a-c3b7-46f0-ad57-b6ef40277c62,6200
037227c0-20ae-4d33-97a7-6bcee6be0780,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,2518c3f5-4fdc-4b0f-a5f6-c4f78a9d9526,7200
7445e0d8-2327-492f-a594-38063237bc1f,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,5472fed7-ca2d-40ff-8252-9d66910b61a5,4400
7bb58aaa-4278-4558-be48-f8b4ae632ea2,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,ae3b0c21-71b6-4edd-9141-657da14d4345,4600
127997cb-e611-483d-8c2d-e5c5d8168bd7,7fc9bda8-ad8a-468d-8244-38e1918527d5,08561b98-2f90-4c4a-a1e3-f180a83abd66,ee960601-b2ba-453f-9bb2-ffee336b5634,9300
87d3f6e5-6337-41c8-b9f9-b352a2aa7dbf,7fc9bda8-ad8a-468d-8244-38e1918527d5,3de6338c-e303-4650-8744-ceac8009bba1,516ac930-0d28-49f5-a178-64764e22b236,2100
ad7a7955-dc62-4ee0-9396-c0019a10759b,7fc9bda8-ad8a-468d-8244-38e1918527d5,3de6338c-e303-4650-8744-ceac8009bba1,04ec3c83-a086-4792-b7a3-c46559b7f6cd,7000
18a4dd79-92ab-46b3-9260-e06c6f5825b4,7fc9bda8-ad8a-468d-8244-38e1918527d5,3de6338c-e303-4650-8744-ceac8009bba1,61694e82-1be6-40a4-9aaa-bfbb720a0d7d,9700
6be741c3-3978-41f8-9f55-641a01c2a2e1,7fc9bda8-ad8a-468d-8244-38e1918527d5,3de6338c-e303-4650-8744-ceac8009bba1,c9287c65-67fa-4958-adb6-52069f2b1379,6600
3af9a797-88d4-434d-9766-41c0ddba7f3f,7fc9bda8-ad8a-468d-8244-38e1918527d5,3de6338c-e303-4650-8744-ceac8009bba1,2d490229-02f8-4235-9be4-1443fd8f7b4f,5700
