id,code,name,geographicZoneId,typeId,operatedById,active,enabled,openLmisAccessible
1e63c7ef-e12f-492c-9483-db9496a0515d,O44S8d2,Subin,58d51132-de7d-49f6-ba8d-fd2b5673c3ff,ac1d268b-ce10-455f-bf87-9c667da8f060,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,false,false
0d833a42-65b2-4d52-917f-d2707b7b0b83,dzpANNEV7ENU,Tampflex,3daa08a2-69d4-40e8-8af1-e08e894f6b19,ac1d268b-ce10-455f-bf87-9c667da8f060,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,true,true,false
6c1e2d07-802e-4ed5-a32c-7cbbbb36a396,AmrELvMeXy,Tresom,4e471242-da63-436c-8157-ade3e615c848,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,true,false,true
06f8a542-ce8b-4530-b5d5-ef8dfcd94d9a,mwqV53bA7aqo,Greenlam,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,true,true,true
f6699c77-7e7b-4294-8432-127ff6f86bd6,qeLDDnXqd9G,Overhold,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,true,false
e8c68b82-0228-4ad3-b850-e09184ce57a9,Lms1lsme74t,Zontrax,58d51132-de7d-49f6-ba8d-fd2b5673c3ff,ac1d268b-ce10-455f-bf87-9c667da8f060,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,true,false,true
e55f8d7c-3258-4764-a9c3-6e0c9ddb90b4,q0ROb4OOPV,Cardguard,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,true,false,false
f28b18f2-a719-46b7-9012-5665703928e3,vd4ARM15d4Cb,Sub-Ex,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,false,true,true
ba48d26f-f4f2-4892-b77e-6653c69aa954,QbC7kiAM3L,Andalax,4e471242-da63-436c-8157-ade3e615c848,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,true,true
845459ab-ca5d-49df-a8d1-f6d3b4cd0953,rjNCsd4wXK,Hatity,58d51132-de7d-49f6-ba8d-fd2b5673c3ff,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,true,false,false
71fec197-9f83-4ba0-9571-15da566802af,O5l2dc3hk1,Regrant,58d51132-de7d-49f6-ba8d-fd2b5673c3ff,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,false,false,true
249d91e0-717c-4fa9-a976-6f558de773fb,S8pS8QChoalH,Fix San,3daa08a2-69d4-40e8-8af1-e08e894f6b19,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,false,false,false
06b84bae-13b5-40b0-8e50-ee2f23886f98,QZ0gwNJm,Andalax,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,false,true,true
f079c01f-6805-4e27-b2e4-d36d1851d7bb,lJXCA5ZiYFmQ,Ventosanzap,58d51132-de7d-49f6-ba8d-fd2b5673c3ff,ac1d268b-ce10-455f-bf87-9c667da8f060,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,true,true,false
4903904f-aebd-43fc-98c3-f0d40f8647d3,Jw4w0etj0,Pannier,4e471242-da63-436c-8157-ade3e615c848,ac1d268b-ce10-455f-bf87-9c667da8f060,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,true,false
59e35840-da2a-4777-b36d-d3690c4bf94a,crda69,Bitwolf,4e471242-da63-436c-8157-ade3e615c848,ac1d268b-ce10-455f-bf87-9c667da8f060,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,true,false
e400fb00-735e-4c30-bb07-60e2292a83be,sBmJPqzmP,Flexidy,3daa08a2-69d4-40e8-8af1-e08e894f6b19,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,true,true,false
10561c13-4e44-41eb-bc47-a4e4b0c38708,MAByvNNV,Bytecard,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,true,false,false
9937bf33-1cd9-46b7-9388-c35ffc39a942,2ujQqnLvaC,Y-find,4e471242-da63-436c-8157-ade3e615c848,ac1d268b-ce10-455f-bf87-9c667da8f060,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,true,false,false
cadcdd3e-1df5-46cb-8671-7db853550115,tnX2kBhEwRpt,Quo Lux,3daa08a2-69d4-40e8-8af1-e08e894f6b19,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,false,false
4a81d66f-ec86-4de7-b9f2-35a0f562d741,zgA8XNA,Cookley,3daa08a2-69d4-40e8-8af1-e08e894f6b19,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,false,true
9ada679b-4641-46ca-84fa-af3a858a4c13,0Z1TR0Osnu,Subin,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,ac1d268b-ce10-455f-bf87-9c667da8f060,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,true,true,false
52efdfd9-cb63-4576-b21f-a9742b486f6e,BpnWb1Q2hy,Tampflex,4e471242-da63-436c-8157-ade3e615c848,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,true,true,false
dd5323aa-dc8b-46d4-843c-a1c0c776201c,fbe8ypULh,Zoolab,58d51132-de7d-49f6-ba8d-fd2b5673c3ff,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,true,true,false
f9d78afb-770e-4b36-b29e-f10b34b8aa71,Ep71qKXlV5k,Biodex,58d51132-de7d-49f6-ba8d-fd2b5673c3ff,ac1d268b-ce10-455f-bf87-9c667da8f060,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,false,false
1238d3b9-4d7f-40cd-a7ef-261805c14b6b,dTiwiKCdChEs,Alphazap,3daa08a2-69d4-40e8-8af1-e08e894f6b19,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,false,true,false
306a8ed6-57ab-4a29-9c1b-d3e50affa4bc,fuaBdqx0,Konklab,58d51132-de7d-49f6-ba8d-fd2b5673c3ff,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,true,false,false
f8b46b4c-79d5-4baf-a229-696467f70c5e,MQEVEyLv7,Holdlamis,3daa08a2-69d4-40e8-8af1-e08e894f6b19,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,true,false
8ca394e1-6b92-4f12-bbdf-ab27f744dfc6,elQWQfyEqzV,Treeflex,58d51132-de7d-49f6-ba8d-fd2b5673c3ff,ac1d268b-ce10-455f-bf87-9c667da8f060,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,true,false,true
5f165c07-fd3e-4259-98dd-c539a8ef6541,YXNO0NIixVh,Cookley,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,true,false,false
3cbafd71-1ae4-470e-8fea-90e7ac7081ec,3Hh4PkkV,Lotlux,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,true,false,false
a8311cfc-7a0d-4bf5-b8ad-ecde7e6704a8,Wucofwkz6,Asoka,4e471242-da63-436c-8157-ade3e615c848,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,true,false,true
6b26903b-8c18-48de-bef2-f4b195f10b13,eOuuU6o5r,Tresom,4e471242-da63-436c-8157-ade3e615c848,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,true,true,true
882d313e-1729-4e8f-8246-a0b114c3de5b,kfn54wd74I,Voyatouch,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,ac1d268b-ce10-455f-bf87-9c667da8f060,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,true,false
4868808c-55a7-4a11-9187-75a0f1bd0f15,LHUVFeGXpnGD,Hatity,4e471242-da63-436c-8157-ade3e615c848,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,false,true,false
8ce35203-4615-4eaa-b57c-cd1b1dec86b0,tSLPcCPO2KH8,Mat Lam Tam,3daa08a2-69d4-40e8-8af1-e08e894f6b19,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,true,true,true
51bd5e0d-3b3c-4464-b46e-0652cf5bae72,DkwS1M2h,Fix San,58d51132-de7d-49f6-ba8d-fd2b5673c3ff,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,false,true,false
7edf652f-5c19-4207-b9ab-5de59c97dc78,fMwjl3be,Y-find,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,true,false
b5c71a5a-3f3a-47b7-b359-758f88a9e3d1,XeBmjbpS46oK,Greenlam,4e471242-da63-436c-8157-ade3e615c848,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,true,true,false
a24229fb-51a5-46b5-9e68-09bc9b231234,Q9UuFFSY,Tresom,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,true,false,true
42152c8b-8f60-4e9d-96d7-db71de52b3cf,0tCkKO1e,Zontrax,4e471242-da63-436c-8157-ade3e615c848,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,true,false,false
ede50fd1-7224-4bcf-9911-945242551820,tOp4FBJs,Cookley,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,false,false,true
beb464bf-5333-4717-a753-3c815fab0ed7,ascSosz,Vagram,58d51132-de7d-49f6-ba8d-fd2b5673c3ff,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,false,false,true
b65f081d-65cb-48e4-9c58-e9b273163460,EpUW1hFegRxF,Asoka,4e471242-da63-436c-8157-ade3e615c848,ac1d268b-ce10-455f-bf87-9c667da8f060,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,true,false
f7a2bf28-378d-4e26-a7d3-a661d6ba7366,Wq0efe,Bytecard,4e471242-da63-436c-8157-ade3e615c848,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,true,false,false
6b4b5efc-be39-41ec-a75e-34400ba8633b,eHy9Zy,Keylex,4e471242-da63-436c-8157-ade3e615c848,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,true,true,false
62d51223-9ea6-42bc-996f-bf22bbcd25cc,ntRp3kwsgCb,Tresom,58d51132-de7d-49f6-ba8d-fd2b5673c3ff,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,true,true,false
fe4a8d75-afe6-4e6f-9f75-a4af2af20c78,DFTGZ48LQKPM,Regrant,3daa08a2-69d4-40e8-8af1-e08e894f6b19,ac1d268b-ce10-455f-bf87-9c667da8f060,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,true,true,false
2534f9f3-01ba-4fc1-bfa7-ff1af5ee7a91,O0XUR3,Aerified,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,false,true,true
24781beb-61e3-4538-9a9e-ea32f029a10c,5asYud,Cardify,4e471242-da63-436c-8157-ade3e615c848,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,true,true
96eb03ed-0dec-4d31-a632-0d412dbf6360,y3zGr2O,Matsoft,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,false,false,true
5e6b1e24-8a65-45c3-9e48-3ee54425f01d,EWSUZNF,Home Ing,58d51132-de7d-49f6-ba8d-fd2b5673c3ff,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,true,false
17acdd36-6c28-4e59-9617-99aad3962762,mbgdrsVXvFq6,Asoka,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,true,false,true
a56fcd9a-898c-4268-b757-ec04effa4767,u0U5j5vD95X4,Voyatouch,3daa08a2-69d4-40e8-8af1-e08e894f6b19,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,true,true,false
6bd4c914-c47d-4008-ae17-3ea983c7ea7b,Hssa8q2i,Temp,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,true,false
4c89447f-87f4-496a-9c4a-65ef22413d8c,Z5qd6P,Daltfresh,58d51132-de7d-49f6-ba8d-fd2b5673c3ff,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,false,true,true
7d5261a2-f1f7-4ce8-9189-b9963011f7f7,01JVhK9,Flowdesk,3daa08a2-69d4-40e8-8af1-e08e894f6b19,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,false,true,true
f6583b82-83d2-47dc-9db3-3d3234788fa9,HEOjsrDeWL,Latlux,3daa08a2-69d4-40e8-8af1-e08e894f6b19,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,false,false,true
fc1bf1c0-30b9-4352-a549-b0f70c670e70,K1HoSkkxoJn,Pannier,3daa08a2-69d4-40e8-8af1-e08e894f6b19,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,false,false
40e5e998-d272-413c-bfcc-cca297f0cad7,8x0QJd7,Zathin,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,false,true,false
1bdb49e7-65cd-4b18-8731-2f5d49c8a759,PBwhplBLtlG,Cookley,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,ac1d268b-ce10-455f-bf87-9c667da8f060,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,true,true,false
fa700651-8344-4078-90d6-aa44a84fc0fc,UoHPzpd0qQB,Bytecard,58d51132-de7d-49f6-ba8d-fd2b5673c3ff,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,true,false,true
96846597-cd00-48b5-ab2d-f521edbe8f74,oWdEjH,Span,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,true,false,true
303ec364-74c6-4058-9504-57043e39ae65,4rH8zMIvlCV5,Keylex,3daa08a2-69d4-40e8-8af1-e08e894f6b19,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,true,false,true
e6852345-c1a3-43e1-9132-8f8683811388,T0hr8eSCC7,Gembucket,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,true,false,false
b1a86f31-ddf4-4d11-bb33-c157dcfe29aa,rxWUovY7vM15,Holdlamis,3daa08a2-69d4-40e8-8af1-e08e894f6b19,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,false,false,false
c6021818-287e-4034-897e-8ff67b67a181,N9bUXlm,Tampflex,4e471242-da63-436c-8157-ade3e615c848,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,false,true
5e408986-a998-4503-969c-73e3f404a37c,IDTHCTLL,Opela,58d51132-de7d-49f6-ba8d-fd2b5673c3ff,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,true,true,false
3b32516c-04c8-4ae7-9795-81ba166fecc1,uZmFEIAgCVK9,Bamity,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,false,false,false
bcd0697b-dfa3-4170-ae20-cab9ed48acdb,QwyrFmV,Zathin,4e471242-da63-436c-8157-ade3e615c848,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,true,false,false
15a59800-f5f0-448e-bb0f-d71233a4fa0b,NiwV27A,Overhold,3daa08a2-69d4-40e8-8af1-e08e894f6b19,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,false,false
bfe451a5-1607-4e44-a498-8df0f5b520be,5bpSbSshrEaH,Temp,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,false,true,true
ba2c73e0-0d2e-4935-af6b-4f19856b6b89,UzJBxRQhq,Stim,3daa08a2-69d4-40e8-8af1-e08e894f6b19,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,true,true,false
4ce9d45c-16e5-4c27-ad19-deb05db9998e,2s4MuVHI,Opela,3daa08a2-69d4-40e8-8af1-e08e894f6b19,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,true,true,false
3fdaa75f-b869-48f2-8d7e-b112e614d0a5,SayGWChU9Crt,Subin,58d51132-de7d-49f6-ba8d-fd2b5673c3ff,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,true,false,true
2820cc9b-2ff4-42db-b508-ed87231fd91b,WsYw1VGQGrs,Latlux,58d51132-de7d-49f6-ba8d-fd2b5673c3ff,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,true,true,false
166311bc-7d08-4f36-80bb-39055e609b84,m4we9lmmKX5d,Andalax,3daa08a2-69d4-40e8-8af1-e08e894f6b19,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,false,true,true
c4b533c7-1576-42d9-bcb4-e130e2cac169,95sdm3pp,Sonsing,4e471242-da63-436c-8157-ade3e615c848,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,true,false,false
e572dddb-38d3-4732-88a9-7cd288d523b1,e63Eaxd,Lotstring,58d51132-de7d-49f6-ba8d-fd2b5673c3ff,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,true,true,false
dd5c36b3-c6bc-4011-8421-2d7d0064ee10,mB0jRY,Trippledex,3daa08a2-69d4-40e8-8af1-e08e894f6b19,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,false,false,false
ab3f41f5-1406-4318-a393-bb87380388f5,LrzTPCpil,Holdlamis,58d51132-de7d-49f6-ba8d-fd2b5673c3ff,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,false,false,false
528ab2aa-462c-4076-a6a1-235eeb5e4cc0,LLzsvaQ7,Trippledex,3daa08a2-69d4-40e8-8af1-e08e894f6b19,ac1d268b-ce10-455f-bf87-9c667da8f060,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,true,true
e9459f2d-b9c0-4f1a-890d-e08e6d5dc8e8,dpprRQP3,Konklux,4e471242-da63-436c-8157-ade3e615c848,ac1d268b-ce10-455f-bf87-9c667da8f060,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,false,false
93e48405-1cce-4f14-b1e0-c5bffb40eb67,FBxWTIOM,Stim,4e471242-da63-436c-8157-ade3e615c848,663b1d34-cc17-4d60-9619-e553e45aa441,1074353d-7364-4618-a127-708d7303a231,false,true,false
6616edb0-fca0-4cdc-bde6-999116c818d9,WEKcbBeQS8K,Hatity,3daa08a2-69d4-40e8-8af1-e08e894f6b19,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,false,false,false
f50eb407-6ff4-4b3f-8f6b-5712f321b380,vcnITaLMTGUR,Kanlam,58d51132-de7d-49f6-ba8d-fd2b5673c3ff,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,false,false
a897a639-937f-4221-841e-1cd6fcca57bd,QOvg0B,Vagram,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,false,true,true
85b538c5-e71c-40dc-bb59-988b88581440,m1PuFSx2,Bytecard,3daa08a2-69d4-40e8-8af1-e08e894f6b19,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,true,true,false
61945db0-bf94-4b5f-aad5-72d0afb2e50b,kvk2h3aTYdc,Voyatouch,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,true,false,true
893f0f2f-dc3e-4940-845d-3b3c3e581ec4,Dvd6LM4qS8Wl,Kanlam,0bbd69c1-e20f-48f5-aae4-26dcd8aa7602,ac1d268b-ce10-455f-bf87-9c667da8f060,1074353d-7364-4618-a127-708d7303a231,true,true,true
53becb62-23f9-4c98-8cde-b58ddfec2856,G4EALsRCydO,Zaam-Dox,3daa08a2-69d4-40e8-8af1-e08e894f6b19,663b1d34-cc17-4d60-9619-e553e45aa441,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,false,true,false
