id,emergencyorderpoint,maxperiodsofstock,minperiodsofstock,facilitytypeid,orderableid,programid
6b86fb46-fcc0-42f0-b3a1-ce9545c57fa6,1,91,5,663b1d34-cc17-4d60-9619-e553e45aa441,ff862c68-3def-4fc6-b090-a03f8dbbb8f8,10845cb9-d365-4aaa-badd-b4fa39c6a26a
d92d2106-c2ae-450f-a349-0c692284ff54,1,56,3,663b1d34-cc17-4d60-9619-e553e45aa441,cf329d0c-8587-4c99-b237-3e72861f82c1,10845cb9-d365-4aaa-badd-b4fa39c6a26a
c80024e4-9407-4ca5-b293-e6843543d2b1,2,28,2,663b1d34-cc17-4d60-9619-e553e45aa441,d3175190-bfab-473e-9dd2-a44200ec678f,10845cb9-d365-4aaa-badd-b4fa39c6a26a
769d3c14-6ff7-4497-81a4-b9fb3b988946,5,29,8,663b1d34-cc17-4d60-9619-e553e45aa441,13c7587c-43b7-4b41-bd8a-720e0bf0ef9f,10845cb9-d365-4aaa-badd-b4fa39c6a26a
51e06958-4957-480f-9055-fd00ff7225f8,2,10,5,663b1d34-cc17-4d60-9619-e553e45aa441,9beef65b-0b95-465b-855c-75724e8d9e63,10845cb9-d365-4aaa-badd-b4fa39c6a26a
e44ced4d-3a89-43b4-b6e0-a063217d4df5,2,98,7,663b1d34-cc17-4d60-9619-e553e45aa441,874590dd-b22b-4e5d-8fb5-5b1a91db06a6,10845cb9-d365-4aaa-badd-b4fa39c6a26a
83fbd090-93ab-4f4a-9df1-6a35cb1fad8d,3,98,6,663b1d34-cc17-4d60-9619-e553e45aa441,00df7d89-bb3b-4428-b8ba-35e6e4553312,10845cb9-d365-4aaa-badd-b4fa39c6a26a
d4dbe2c3-11e0-46be-b660-cdb0825c5763,2,57,5,663b1d34-cc17-4d60-9619-e553e45aa441,61bbb590-4627-4468-bdf7-806a63b14559,10845cb9-d365-4aaa-badd-b4fa39c6a26a
0d2593e8-d1be-4e5d-a99d-974b248a087e,3,90,2,663b1d34-cc17-4d60-9619-e553e45aa441,ede59945-55f4-424e-b7d5-c324ca3ceaad,10845cb9-d365-4aaa-badd-b4fa39c6a26a
858cf08f-9c19-46d6-99a0-0dd0aaeae9e6,5,88,3,663b1d34-cc17-4d60-9619-e553e45aa441,cf27ca77-901e-43fb-8653-c1080fcb5bf1,10845cb9-d365-4aaa-badd-b4fa39c6a26a
4ad76db8-1b70-4b5b-b349-192fbd27aded,1,13,1,663b1d34-cc17-4d60-9619-e553e45aa441,c8aabecf-aebb-41a3-a350-684ce05f2206,10845cb9-d365-4aaa-badd-b4fa39c6a26a
c3eac2fa-c7e5-41dd-afd1-fded53a60c44,4,70,6,663b1d34-cc17-4d60-9619-e553e45aa441,1e0ac8a8-1205-497c-bbb9-3e7cfc9def66,10845cb9-d365-4aaa-badd-b4fa39c6a26a
66f2a974-35d5-475b-b800-e6acf3225723,2,16,7,663b1d34-cc17-4d60-9619-e553e45aa441,aaa2ea49-b743-4e63-b613-716b11cf7f49,10845cb9-d365-4aaa-badd-b4fa39c6a26a
27b6814a-b6c8-4b67-b045-723d2b347e6e,4,75,6,663b1d34-cc17-4d60-9619-e553e45aa441,e7887e5b-ee96-40a0-a76c-67f96e15e985,10845cb9-d365-4aaa-badd-b4fa39c6a26a
fb8083ab-631f-4ac0-b19f-dd6f95b313c5,2,72,4,663b1d34-cc17-4d60-9619-e553e45aa441,7c0c8ddd-f637-4472-bf41-1f69079e7a20,10845cb9-d365-4aaa-badd-b4fa39c6a26a
0446dc81-4c4f-4f70-8472-2821d8c4bf98,5,30,1,663b1d34-cc17-4d60-9619-e553e45aa441,a468a0b3-0be5-4bfe-9a12-c8a785219445,10845cb9-d365-4aaa-badd-b4fa39c6a26a
ed72b711-3e34-47aa-9691-1c4e71229421,5,70,6,663b1d34-cc17-4d60-9619-e553e45aa441,36deaa12-06e2-404c-adb0-b68d282e08e9,10845cb9-d365-4aaa-badd-b4fa39c6a26a
8445ce66-2257-46de-996b-bfd679a28008,4,41,7,663b1d34-cc17-4d60-9619-e553e45aa441,baa40454-df17-405a-8331-382472eeef56,10845cb9-d365-4aaa-badd-b4fa39c6a26a
5203b67a-beee-4d70-9f11-f343f7c98817,5,94,2,663b1d34-cc17-4d60-9619-e553e45aa441,e1ed1308-da63-4e2b-b29f-e760a5543b2e,10845cb9-d365-4aaa-badd-b4fa39c6a26a
b35db31b-3e53-41d8-ad9c-6eecabd354d0,2,43,5,663b1d34-cc17-4d60-9619-e553e45aa441,4ff6b504-f8ec-476b-9cd1-02aca4600efe,10845cb9-d365-4aaa-badd-b4fa39c6a26a
50e2218a-cb2c-4875-a661-538a858d9428,4,67,3,663b1d34-cc17-4d60-9619-e553e45aa441,49c3fdd5-1423-45ee-81be-cb0b6978b6a5,10845cb9-d365-4aaa-badd-b4fa39c6a26a
7e2d38ef-474f-41a6-aeb3-8dd09d94e566,2,54,2,663b1d34-cc17-4d60-9619-e553e45aa441,b90fd5fe-f8f2-443b-be62-76dacffa2aeb,10845cb9-d365-4aaa-badd-b4fa39c6a26a
2e878820-71e7-4782-bcc3-8687b24b0025,2,82,8,663b1d34-cc17-4d60-9619-e553e45aa441,8257efa1-f091-431d-85cc-2c3c6118c3fb,10845cb9-d365-4aaa-badd-b4fa39c6a26a
b272a4b9-79ba-4c3b-9cb6-682fe8764e15,4,95,7,663b1d34-cc17-4d60-9619-e553e45aa441,a91cf8ca-1539-46cf-a003-a14f01c06ff9,10845cb9-d365-4aaa-badd-b4fa39c6a26a
0833fc62-7c79-416b-9477-6bc82c6d7573,3,21,5,663b1d34-cc17-4d60-9619-e553e45aa441,0f625806-3c86-4afa-b619-17da1985f4ab,10845cb9-d365-4aaa-badd-b4fa39c6a26a
5b09edec-d237-48bb-ab0b-068a2b3d8238,4,23,8,663b1d34-cc17-4d60-9619-e553e45aa441,2436fdcd-5945-432c-b689-f0188e02c5b7,10845cb9-d365-4aaa-badd-b4fa39c6a26a
8ce8b8e6-2dbe-4ae2-ae34-6c1e394a878a,4,82,1,663b1d34-cc17-4d60-9619-e553e45aa441,aadb619e-3414-4883-88ff-edffffed3389,10845cb9-d365-4aaa-badd-b4fa39c6a26a
1f0b078b-526f-4167-998d-8ea9b8bfaaf4,5,85,8,663b1d34-cc17-4d60-9619-e553e45aa441,a4fbffac-85c3-4cd3-833d-35dd32b5b4cf,10845cb9-d365-4aaa-badd-b4fa39c6a26a
c995bb21-562f-4274-ba7a-577f344a1a91,3,72,2,663b1d34-cc17-4d60-9619-e553e45aa441,73e51ef8-d90c-4c3d-9f07-3ee001d0133a,10845cb9-d365-4aaa-badd-b4fa39c6a26a
f3c2d4c3-c08c-45fb-b868-589abcdd529b,1,53,4,663b1d34-cc17-4d60-9619-e553e45aa441,4ca1b859-78ba-4d1d-a7f5-4af20b817870,10845cb9-d365-4aaa-badd-b4fa39c6a26a
3b2c197a-a64a-4b07-b6a2-b93d5cdf2931,5,88,2,663b1d34-cc17-4d60-9619-e553e45aa441,10e3d75a-b8c6-4401-9876-212a417ec757,10845cb9-d365-4aaa-badd-b4fa39c6a26a
3a50f195-ebc9-4b06-96dc-430402ee37b1,1,12,5,663b1d34-cc17-4d60-9619-e553e45aa441,3fc75183-f8d7-47b1-a07a-f133365342ea,10845cb9-d365-4aaa-badd-b4fa39c6a26a
382c0071-26f1-4d8c-8e2c-2884983e4b80,2,97,8,663b1d34-cc17-4d60-9619-e553e45aa441,3ad4d227-b56f-4caa-ae5e-35040a34d159,10845cb9-d365-4aaa-badd-b4fa39c6a26a
dbdcbd08-c2e0-418c-a23b-bd11dcc3e313,3,46,4,663b1d34-cc17-4d60-9619-e553e45aa441,7d73bb38-b58f-4b53-85f2-db5ef348a03d,10845cb9-d365-4aaa-badd-b4fa39c6a26a
a182acbf-a5ad-4dc0-8a0e-053d60d496bb,1,89,7,663b1d34-cc17-4d60-9619-e553e45aa441,5f27db54-d145-476e-bea9-27314d01b19a,10845cb9-d365-4aaa-badd-b4fa39c6a26a
bda65939-b2c3-4578-bb43-14a2b965da5d,1,33,3,663b1d34-cc17-4d60-9619-e553e45aa441,ad0f38b4-1733-43f1-99ef-e67b0a83f0cb,10845cb9-d365-4aaa-badd-b4fa39c6a26a
9677315b-d2a8-4db4-827e-b89d9bdbe8a3,1,56,8,663b1d34-cc17-4d60-9619-e553e45aa441,fceb34c0-a1d2-4c56-af04-e1a89385736a,10845cb9-d365-4aaa-badd-b4fa39c6a26a
7b9a8d32-0c7a-4615-8191-b04e6d5688fd,1,36,8,663b1d34-cc17-4d60-9619-e553e45aa441,4bf6d60a-470d-4e57-9f29-b71e55f4c075,10845cb9-d365-4aaa-badd-b4fa39c6a26a
07493d26-46d9-4b3e-9685-09a502a09631,3,82,9,663b1d34-cc17-4d60-9619-e553e45aa441,12924eb1-32c8-4648-8e1e-45317e6d5151,10845cb9-d365-4aaa-badd-b4fa39c6a26a
58873530-c5e9-4108-882b-f385542d2b45,3,79,3,663b1d34-cc17-4d60-9619-e553e45aa441,65e64f77-2f52-4d3b-b376-daad758eef5d,10845cb9-d365-4aaa-badd-b4fa39c6a26a
f90cee08-4757-4cdb-818c-b7072ed95227,3,30,3,663b1d34-cc17-4d60-9619-e553e45aa441,1ae07a16-7f29-4d8d-ab22-61f0bd581b9e,10845cb9-d365-4aaa-badd-b4fa39c6a26a
3e6f447c-ddfc-4d30-b7b4-e09537bbb0f8,3,39,5,663b1d34-cc17-4d60-9619-e553e45aa441,ceec82f2-41da-4835-a4f9-43497148e1ea,10845cb9-d365-4aaa-badd-b4fa39c6a26a
50f7687b-3041-4e56-b4c5-294b43b242ba,1,96,4,663b1d34-cc17-4d60-9619-e553e45aa441,f9e85e31-70e2-4dc3-b710-6ca45eba4f85,10845cb9-d365-4aaa-badd-b4fa39c6a26a
0223841e-61bf-419a-a7ad-d4dbc2c11093,5,20,9,663b1d34-cc17-4d60-9619-e553e45aa441,bc48844f-051d-4f3d-a13b-c28ccf33aacf,10845cb9-d365-4aaa-badd-b4fa39c6a26a
106f29a0-c686-48ad-b300-5fe51b0a8c77,4,70,9,663b1d34-cc17-4d60-9619-e553e45aa441,6c7e8d9b-3e28-4fb2-98bd-e949493916f0,10845cb9-d365-4aaa-badd-b4fa39c6a26a
f3080105-ea28-4098-8f29-11a413ac69aa,4,89,6,663b1d34-cc17-4d60-9619-e553e45aa441,d179bb1f-f18d-4e1a-a2f6-2aa27496a485,10845cb9-d365-4aaa-badd-b4fa39c6a26a
f7c7c552-43f8-4fba-acf4-12be5d024303,2,80,3,663b1d34-cc17-4d60-9619-e553e45aa441,606111c7-4f07-497d-9a62-74d17e8f997b,10845cb9-d365-4aaa-badd-b4fa39c6a26a
f08ad97f-e351-4583-b1c0-b15a0b14b506,5,19,1,663b1d34-cc17-4d60-9619-e553e45aa441,e4ccee5b-93eb-4cd9-8b35-efcb4258a81e,10845cb9-d365-4aaa-badd-b4fa39c6a26a
09edad1c-4b52-4391-8e85-ee0cf5b4047b,3,58,6,663b1d34-cc17-4d60-9619-e553e45aa441,00d32c22-6096-4a52-a1f0-6fe0e99b0ddd,10845cb9-d365-4aaa-badd-b4fa39c6a26a
dfb9eac0-c6eb-4cbb-80e2-c0a2cf9e47f8,4,88,6,663b1d34-cc17-4d60-9619-e553e45aa441,c0d5df5f-c70f-4881-b5c3-58cd55e405e2,10845cb9-d365-4aaa-badd-b4fa39c6a26a
c91fa690-03e3-497f-a7be-27372ff3165a,5,38,5,663b1d34-cc17-4d60-9619-e553e45aa441,e58d02fc-52e4-4899-ac09-84b2eb558c7d,10845cb9-d365-4aaa-badd-b4fa39c6a26a
d80054af-9c83-4ef1-8d3e-d0babeb40f3c,2,25,2,663b1d34-cc17-4d60-9619-e553e45aa441,6bc385cb-f2ac-481b-a525-b9cdc71d2acd,10845cb9-d365-4aaa-badd-b4fa39c6a26a
355eba00-0840-4d11-8d37-953e6f41677f,1,64,4,663b1d34-cc17-4d60-9619-e553e45aa441,ad733f1f-0842-420c-815b-220b27db5bde,10845cb9-d365-4aaa-badd-b4fa39c6a26a
8a5dcb3e-4b22-4ae3-8279-5b93425e5292,1,81,7,663b1d34-cc17-4d60-9619-e553e45aa441,1d7bd322-f847-4012-857e-3b96359feec3,10845cb9-d365-4aaa-badd-b4fa39c6a26a
47d9dfeb-71e0-49c5-9206-e3e3059d1557,3,67,2,663b1d34-cc17-4d60-9619-e553e45aa441,46f38e83-10dc-4ca2-95c6-833bf7e65e03,10845cb9-d365-4aaa-badd-b4fa39c6a26a
cffd3c9d-2823-46a5-873a-41c9612cf4ef,5,62,6,663b1d34-cc17-4d60-9619-e553e45aa441,59801f9d-a00d-47b6-a925-a99a086fadc0,10845cb9-d365-4aaa-badd-b4fa39c6a26a
060d109c-6c48-4520-a818-2699c38f117b,3,31,3,663b1d34-cc17-4d60-9619-e553e45aa441,a473cf1a-ae45-4529-a743-2154262f071b,10845cb9-d365-4aaa-badd-b4fa39c6a26a
0a2669f3-7b52-415e-959d-cfd6d8774596,2,29,8,663b1d34-cc17-4d60-9619-e553e45aa441,f476dec5-0e65-4a37-af0c-aa440aae91e7,10845cb9-d365-4aaa-badd-b4fa39c6a26a
595236ea-1fdf-4ab2-be9f-0259988b3bfc,1,21,2,663b1d34-cc17-4d60-9619-e553e45aa441,2c2161c5-56b4-43c3-a850-22ca24654a3a,10845cb9-d365-4aaa-badd-b4fa39c6a26a
1fe02b3d-d0db-45ff-a834-f7959347ef18,2,10,4,663b1d34-cc17-4d60-9619-e553e45aa441,43305057-96fc-4ae7-ace0-e71ee6a0b119,10845cb9-d365-4aaa-badd-b4fa39c6a26a
13abc6dc-089c-4d63-aa0c-f4bce056665f,1,42,8,663b1d34-cc17-4d60-9619-e553e45aa441,fe0a54df-4a40-4746-8ebb-ff0b9451f3ee,10845cb9-d365-4aaa-badd-b4fa39c6a26a
3f9fb9b7-1520-46c1-b22a-3cd7b6e99a62,5,14,7,663b1d34-cc17-4d60-9619-e553e45aa441,ddd1c2a4-936a-4abc-a3a8-cbf328c40957,10845cb9-d365-4aaa-badd-b4fa39c6a26a
dc2c5b66-84d6-4559-8eb0-873145dda344,5,35,2,663b1d34-cc17-4d60-9619-e553e45aa441,a3c47dd4-894f-4e4d-ae4f-45aa0fdaa396,10845cb9-d365-4aaa-badd-b4fa39c6a26a
dbb8eefd-bf8e-40d4-963c-4c977bc3f4b1,2,15,9,663b1d34-cc17-4d60-9619-e553e45aa441,9a6e0cf8-5af6-4a49-b3d0-d2c2a2be0294,10845cb9-d365-4aaa-badd-b4fa39c6a26a
6c97f9a1-7220-4c62-af0a-5099a372d8d3,2,91,5,663b1d34-cc17-4d60-9619-e553e45aa441,fdf2d33f-986c-4200-bef4-de0ad4c724fb,10845cb9-d365-4aaa-badd-b4fa39c6a26a
75f186ed-9682-49b4-b891-38a4c70856aa,5,75,1,663b1d34-cc17-4d60-9619-e553e45aa441,7e273d24-f41f-4b6c-af92-d2816f0c4501,10845cb9-d365-4aaa-badd-b4fa39c6a26a
eddf66b4-e992-41e9-9c6c-37744d455bed,3,15,8,663b1d34-cc17-4d60-9619-e553e45aa441,500caf3e-cd54-436f-ab5b-6cb870ea962b,10845cb9-d365-4aaa-badd-b4fa39c6a26a
b89736d1-bf8a-4e35-b627-1d9cc1c1df5f,4,97,7,663b1d34-cc17-4d60-9619-e553e45aa441,a0ac01b8-5dbb-46e7-afc7-5c05d45190c7,10845cb9-d365-4aaa-badd-b4fa39c6a26a
16c463b0-268b-4e2d-a20a-80aee5b7a9a6,4,59,3,663b1d34-cc17-4d60-9619-e553e45aa441,a44bb0a8-31d0-46cd-90b5-f37096d24d40,10845cb9-d365-4aaa-badd-b4fa39c6a26a
78aabed9-bc7b-4ecc-a40f-2b76d9bc3435,2,49,7,663b1d34-cc17-4d60-9619-e553e45aa441,3613efbb-a508-4a9c-a2fc-6292269c748f,10845cb9-d365-4aaa-badd-b4fa39c6a26a
32ce02c1-8db7-42bb-91d6-cf161383632e,1,62,7,663b1d34-cc17-4d60-9619-e553e45aa441,3e7dc475-ce68-4946-b3ce-f68f477586d8,10845cb9-d365-4aaa-badd-b4fa39c6a26a
282ad5c0-4610-4110-9575-2368a4b06040,4,65,5,663b1d34-cc17-4d60-9619-e553e45aa441,491888cc-6f7a-4674-a341-7e7dc8273574,10845cb9-d365-4aaa-badd-b4fa39c6a26a
a95a93ca-134d-4105-8ed8-d6f33be65769,5,60,9,663b1d34-cc17-4d60-9619-e553e45aa441,2c5e1713-6be7-431a-b6f9-56b9a76b059f,10845cb9-d365-4aaa-badd-b4fa39c6a26a
4f4c5283-640e-457b-b5ed-0d0cde64734c,4,57,2,663b1d34-cc17-4d60-9619-e553e45aa441,3ee6e182-2f2e-478b-9b85-69261a4afef1,10845cb9-d365-4aaa-badd-b4fa39c6a26a
e0453aff-8313-442a-a218-e453d1f5adc5,5,41,4,663b1d34-cc17-4d60-9619-e553e45aa441,ae63a9d2-1dd2-4ef6-b5c8-b1293b693a53,10845cb9-d365-4aaa-badd-b4fa39c6a26a
3c996bfd-e3a4-467c-898d-e10afadb589c,5,90,8,663b1d34-cc17-4d60-9619-e553e45aa441,554683d3-1d7f-4847-9c96-0408f7ca8343,10845cb9-d365-4aaa-badd-b4fa39c6a26a
9b667077-a0c7-40f6-9767-51cc4a4ec91f,5,72,4,663b1d34-cc17-4d60-9619-e553e45aa441,e0f4180d-e7df-4ed0-b429-d618af67826f,10845cb9-d365-4aaa-badd-b4fa39c6a26a
7a6c0dce-5feb-40a9-b0df-e2ac9e10e2a6,4,12,6,663b1d34-cc17-4d60-9619-e553e45aa441,49310415-a4a5-461b-acad-7e062fe7ac56,10845cb9-d365-4aaa-badd-b4fa39c6a26a
bd0433ef-fe81-43b4-a13b-8a87588984a7,5,23,5,663b1d34-cc17-4d60-9619-e553e45aa441,1d7cd417-c6b0-40da-9271-1a5dc201f21e,10845cb9-d365-4aaa-badd-b4fa39c6a26a
353ab0d9-9ba2-4fcf-b23e-71c8736684fa,4,95,9,663b1d34-cc17-4d60-9619-e553e45aa441,94360cd2-d559-4013-8e07-efb2f005c11d,10845cb9-d365-4aaa-badd-b4fa39c6a26a
fb88df26-12a6-44c4-b390-c611b8b89df7,3,17,3,663b1d34-cc17-4d60-9619-e553e45aa441,c68c869c-eab8-40e6-801f-100cbc69aae3,10845cb9-d365-4aaa-badd-b4fa39c6a26a
dd5b69ea-68b2-4a1b-b99d-ed4670012e9d,3,54,7,663b1d34-cc17-4d60-9619-e553e45aa441,5d8a8882-83d9-4f93-808f-c80cc9e6faad,10845cb9-d365-4aaa-badd-b4fa39c6a26a
418da0e8-1d41-42f4-8f85-ebbb92cb0aec,4,64,7,663b1d34-cc17-4d60-9619-e553e45aa441,b8965954-79b3-466f-9e7d-7d482f68dfa4,10845cb9-d365-4aaa-badd-b4fa39c6a26a
fb3cd773-b8f7-40b8-857c-541fbadd90db,1,18,1,663b1d34-cc17-4d60-9619-e553e45aa441,9689bb98-3560-420f-afcf-06491e673fa8,10845cb9-d365-4aaa-badd-b4fa39c6a26a
5a08cd02-ceb0-4f4e-84bd-342b41ae2329,4,74,2,663b1d34-cc17-4d60-9619-e553e45aa441,4ff6c7c1-80fc-48ec-aa34-2238f8aed6c8,10845cb9-d365-4aaa-badd-b4fa39c6a26a
7899261c-0cc7-40e4-8999-3758f4ee8e80,3,48,8,663b1d34-cc17-4d60-9619-e553e45aa441,4635f83c-c8e2-4276-8187-e88ee228907b,10845cb9-d365-4aaa-badd-b4fa39c6a26a
a3c1756f-d6ed-4791-b87b-2ab10b609d02,5,48,3,663b1d34-cc17-4d60-9619-e553e45aa441,b6547445-1d32-4a0d-b10b-2cda4dd01fa9,10845cb9-d365-4aaa-badd-b4fa39c6a26a
7d6ccece-2340-4acd-8ca5-57b4df8f8c99,3,17,5,663b1d34-cc17-4d60-9619-e553e45aa441,877033d6-33bf-4c23-b67d-49452a3ae7e3,10845cb9-d365-4aaa-badd-b4fa39c6a26a
6407cfe4-00b8-461d-801f-23ee46ef7fdc,4,69,7,663b1d34-cc17-4d60-9619-e553e45aa441,565026ff-2c28-4aa5-8656-096830258d18,10845cb9-d365-4aaa-badd-b4fa39c6a26a
e3a5908a-f1bd-4e02-981b-ea3cbd43ed44,3,53,2,663b1d34-cc17-4d60-9619-e553e45aa441,4c452e56-82ad-42d5-a6c0-9503bf822c06,10845cb9-d365-4aaa-badd-b4fa39c6a26a
c9f90a67-76f5-4aab-8a16-f41e1f87f92f,1,21,3,663b1d34-cc17-4d60-9619-e553e45aa441,565241f3-bac3-47c1-a810-329f2dd336bd,10845cb9-d365-4aaa-badd-b4fa39c6a26a
fbf14da2-052e-4dcd-877a-5f99550cc5bf,3,66,2,663b1d34-cc17-4d60-9619-e553e45aa441,d6a36d35-fdc7-4f72-81e9-f2ff33351e09,10845cb9-d365-4aaa-badd-b4fa39c6a26a
b871257d-2c8c-43d4-a777-cfb11f64cb2e,1,35,2,663b1d34-cc17-4d60-9619-e553e45aa441,c0452cac-7a8c-4872-8fef-e4b198ee8808,10845cb9-d365-4aaa-badd-b4fa39c6a26a
c44816dc-8e8a-4f88-82e5-eb04d8137529,1,97,7,663b1d34-cc17-4d60-9619-e553e45aa441,c5b4b67c-0e3b-43a0-999d-e6f545e65c99,10845cb9-d365-4aaa-badd-b4fa39c6a26a
b6304480-0fe0-46b3-ac5d-5326d891be6c,4,75,6,663b1d34-cc17-4d60-9619-e553e45aa441,38b029d6-5161-40e9-9746-4aff4c658f15,10845cb9-d365-4aaa-badd-b4fa39c6a26a
200c37f7-86d9-4232-84eb-9b32864cb321,1,57,5,663b1d34-cc17-4d60-9619-e553e45aa441,c8c736de-d53c-43e9-a0dc-96ee7c7cd00e,10845cb9-d365-4aaa-badd-b4fa39c6a26a
2b6bf664-1878-40c7-9658-7055a586067f,4,10,1,663b1d34-cc17-4d60-9619-e553e45aa441,86d4bbfe-597d-48a4-a90a-6495771a16d2,10845cb9-d365-4aaa-badd-b4fa39c6a26a
5ab7502e-3363-4cd7-ab83-350987bc5aba,1,35,9,663b1d34-cc17-4d60-9619-e553e45aa441,e2db1479-0b62-4bac-bf17-a842395805e2,10845cb9-d365-4aaa-badd-b4fa39c6a26a
5140d5da-11a0-4d24-9fd5-35fb51cab208,1,28,4,663b1d34-cc17-4d60-9619-e553e45aa441,ead73bf2-0adb-42c1-a1ac-29de1e926eea,10845cb9-d365-4aaa-badd-b4fa39c6a26a
3af09044-04c3-4850-97c0-b372a3c872c2,1,65,8,663b1d34-cc17-4d60-9619-e553e45aa441,7ab0a261-4a25-4167-b3c6-96e1a57e388b,10845cb9-d365-4aaa-badd-b4fa39c6a26a
4bf36771-8740-4fbc-83cf-213923e9260e,5,40,8,663b1d34-cc17-4d60-9619-e553e45aa441,045b44ab-5315-4fec-9710-c27045f5f4e6,10845cb9-d365-4aaa-badd-b4fa39c6a26a
6f5177a3-2829-456a-9fad-a587694d2d56,3,34,8,663b1d34-cc17-4d60-9619-e553e45aa441,1dd7d72b-411d-483d-8ebb-fcfc7ce4017e,10845cb9-d365-4aaa-badd-b4fa39c6a26a
d6fee3e8-914f-4a7a-8235-d18853f63696,5,82,8,663b1d34-cc17-4d60-9619-e553e45aa441,3842cc26-1766-40c8-b54a-3f39fe0611c4,10845cb9-d365-4aaa-badd-b4fa39c6a26a
719a2ca0-61d0-4c49-ac23-5c082adbc4d1,1,76,4,663b1d34-cc17-4d60-9619-e553e45aa441,eab0e624-9a06-4b14-85eb-9918fe145c7b,10845cb9-d365-4aaa-badd-b4fa39c6a26a
d1bc6f25-fbf8-45d1-a537-0e8acb25e9d8,2,32,4,663b1d34-cc17-4d60-9619-e553e45aa441,1dd5ec8e-64e0-42a6-8c19-cb121f7d526f,10845cb9-d365-4aaa-badd-b4fa39c6a26a
c6aa58d9-9603-410f-bf44-104eac3bbdf6,3,96,6,663b1d34-cc17-4d60-9619-e553e45aa441,b8bd4c8c-f909-44a2-b93c-451078b03709,10845cb9-d365-4aaa-badd-b4fa39c6a26a
e0922520-6505-4886-a456-5076ac0b5ad2,4,13,7,663b1d34-cc17-4d60-9619-e553e45aa441,3d6d3bea-1456-4748-b029-eeb2b82ccf4f,10845cb9-d365-4aaa-badd-b4fa39c6a26a
a3b60c9b-4295-4dcb-84ab-752ff2a3bc70,2,13,4,663b1d34-cc17-4d60-9619-e553e45aa441,3973304b-c763-403b-9160-a49e84e2152c,10845cb9-d365-4aaa-badd-b4fa39c6a26a
d196462a-27e3-445b-903f-466e6621dbed,5,43,4,663b1d34-cc17-4d60-9619-e553e45aa441,7f771086-215e-4e93-9bd9-099b5cf009de,10845cb9-d365-4aaa-badd-b4fa39c6a26a
91ca58bf-d251-4b1c-8532-eb7d35dc53fc,3,56,2,663b1d34-cc17-4d60-9619-e553e45aa441,5cef00b1-351a-4fa2-a7d6-5f86a65533c8,10845cb9-d365-4aaa-badd-b4fa39c6a26a
