id,code,dispensingUnit,fullProductName,netContent,packRoundingThreshold,roundToZero,description
5dc6931b-9b08-44f3-8793-eab5bc063e3e,6YASVo,each,DuoFilm Wart Remover,9,5,false,Stand-alone next generation instruction set
848eeb3a-4ec0-480c-82e7-9883fe9231a4,5lQ8pUpyW9h,injection,ANTIBIOTIC,78,8,true,Enhanced exuding support
7a56a0b9-8714-4ff3-9ffd-da13b23180fd,P26OspnK,pill,ORAL ASSIST,50,7,false,Vision-oriented mobile pricing structure
d632be87-cef2-4c26-b9cf-56e6e9538de0,acSTEsntcL,pill,JANUMET,8,1,true,Function-based 6th generation customer loyalty
8d155d3b-6e60-4fbf-b433-ffa4d78f5cf1,4yr3wYaw,pill,VITALUMIERE,25,3,true,Open-source foreground firmware
09379dfa-fb51-4765-9b17-5cf3e50a0c4b,PNslEdH04R,each,Atorvastatin Calcium,55,9,true,Public-key regional secured line
d9f7c022-5454-40ab-a96c-ebf27a71e726,dsHxPtpm,pill,leader childrens pain reliever,35,5,false,Team-oriented bifurcated ability
98119bba-c418-43fb-912d-ff5eb8a30b71,fwqXbkSgbl5f,pill,Inderal,98,1,true,Enhanced national productivity
fe097b6f-e182-465f-bbef-44f4ba8ebe1a,JXtmxCmGwafk,pill,RISPERIDONE,12,2,false,Programmable cohesive paradigm
6db97951-e78c-4993-b830-08e09dc1b340,HJcgU9,each,WALGREENS ORIGINAL EYE DROPS,10,10,false,Multi-channelled mission-critical data-warehouse
27a98627-050a-4bfa-83aa-f0443f56ba4d,Z16ML0BS,each,ck one airlight pressed powder spf 15,96,5,false,Ameliorated transitional contingency
6697de57-d64a-463b-b117-bd35f9efcf5e,daaUWcCMdGYc,pill,Deep Tan Perfecting Makeup Broad Spectrum SPF 25,4,4,true,Enterprise-wide well-modulated attitude
1ed850b1-e20c-4d3f-ae15-0403b5c84c92,EhPu7TAf,pill,Lorazepam,81,9,true,Front-line methodical system engine
9e361b52-2410-4b63-b076-3b8e8bed5f93,jJ8LgKRuiC,pill,Australian Gold,44,7,true,Pre-emptive well-modulated paradigm
e5a9b49e-1c70-4ef8-918f-b1aecc3255fb,GXVmKO,pill,natural extensions Fragrance- Free Instant Hand Sanitizer,17,9,true,Sharable dynamic complexity
7d196f40-e9e3-4e7e-9c8e-047ab123aa6e,TaeWv3si1s7y,injection,Oxygen,86,2,false,Implemented zero defect leverage
29d61da8-a72d-4034-a44c-c9d2edc8341d,Q5rG9LI,pill,Healthy Accents Antibacterial Body Wash,93,9,true,Cross-group 5th generation ability
4583ae53-ca6d-4269-b7ee-a53740c306f0,A0KBEFuhQ,each,NAUSEA,66,1,false,Enterprise-wide analyzing initiative
e3dfa2eb-f875-4ab4-9c45-ab057881d611,x1DbA6gSu7Rf,strip,LATANOPROST,44,3,false,Team-oriented even-keeled help-desk
0c10e648-c397-4c39-9be0-b8b5bea93815,48CcdI9p,pill,lubricating plus eye,9,6,false,Polarised didactic function
416c6e33-e30c-4a7b-bfdc-90d779653a2d,geMvGWjYQFP,pill,JANUMET,95,10,false,User-centric even-keeled forecast
1bed65b6-443d-4c5e-a983-4f1cd1c65861,GcC5V39,pill,"carbidopa, levodopa and entacapone",22,3,true,Networked holistic superstructure
117fa784-47b0-42de-9881-643ab9b11d78,mNYDN026,each,Reversion Acne Control,3,1,false,Ameliorated fresh-thinking core
371005ab-06a0-49b6-bbfb-37e5766d49e7,P7FRikM,strip,SAPHRIS,78,8,false,Multi-lateral maximized attitude
b6a8e83c-e311-4b43-bc6d-70daf853d6e2,SvWPhSucaQa,injection,Hydrogen Peroxide,53,1,false,Ergonomic directional focus group
6aaeb900-15bf-4c78-8509-246792825d6a,UPnV5ha25pm,pill,Atenolol,49,9,false,Enterprise-wide homogeneous pricing structure
08e0e4e0-b2ab-42d3-b3be-cbcdb7f37bd5,gfLysvmaxDgT,injection,Bodycology,3,5,false,Configurable mobile throughput
e7ca6ecb-a138-4c30-bd27-16ba4fdd2a91,EUQ1gvQ66B,pill,Oxygen,74,9,false,Horizontal fresh-thinking methodology
794f81d7-a025-45c4-940f-ee3a019d8dca,LwKe0tDC8G7,strip,Sinus Relief,55,3,true,Streamlined next generation portal
1fdede35-1ef5-4a63-ae27-afcf4d7fab56,Bdezt9E3,injection,Tussin Original,4,10,false,Implemented even-keeled interface
8a8b5bfc-9dcd-4a97-8414-4c89fe91c1d4,D2Moc8uPlhQ,each,Vitamin A D,38,3,false,Upgradable incremental conglomeration
ba5fc7b8-df9a-429e-95fc-f1bb00ac5b46,FecGfx,strip,QUALITY CHOICE TRIPLE ANTIBIOTIC PLUS PAIN RELIEVER,77,5,true,Customer-focused high-level groupware
948ab466-2a18-4aac-9998-909c78b8f4ce,ZRKYaORgF,strip,Non-Aspirin PM,18,2,true,Up-sized analyzing workforce
e70052cc-04ed-4720-b5a8-6c16cc041bed,8Zo67dP,strip,Gentamicin Sulfate,74,8,true,Reactive needs-based complexity
9bcaf9a2-782a-415f-967c-3883c6a02f3c,aBWsvdU,strip,Doxycycline Hyclate,49,3,true,Versatile foreground Graphic Interface
6968f33b-ac26-4520-9f57-632ce189cbb0,skReFC,injection,OXYCODONE AND ACETAMINOPHEN,47,3,false,Pre-emptive zero administration toolset
a718454a-52ec-455a-a997-3fb935d45b09,TObK6AOLjCd,each,Oxygen,98,5,false,Mandatory cohesive artificial intelligence
7c4f1c87-6983-45b8-8180-79c6d201338a,FVXmLG9S0GKB,strip,Corn Grass,4,9,false,Integrated 24 hour process improvement
fdf5ff62-5c9a-4e63-9ce2-0d3c13039843,8KLYOWrSFU,strip,Oxygen,44,7,false,Realigned 6th generation time-frame
faa0e33a-e571-4589-a39d-d8b579c472b6,OhNKwVhn97,injection,Body Luxuries English Pear Scented Waterless Anti Bacterial Hand gel,4,2,true,Quality-focused next generation application
d99c4ac4-7ab2-4a7f-876f-74b1b7169d05,qCB2t1,each,Lisinopril,82,6,true,Adaptive maximized contingency
759b59b4-ac8a-4acc-9250-2cbfdbf8b79d,N05cbSe,injection,Ibuprofen,11,9,true,Devolved coherent instruction set
3dd0b2a4-9b62-4533-9e1c-9fef96c09e20,Qw6UQN,injection,CLONIDINE HYDROCHLORIDE,40,8,true,Optimized tangible core
04058ede-f466-4035-b2c9-423b4af7e2bc,6C3PMEFd3,each,Ziprasidone Hydrochloride,54,5,false,Polarised dedicated utilisation
dbb338b6-81ce-40d5-8f36-3e90a7f520cb,5s65bt5,each,Cough,91,1,false,Robust radical portal
02f35c1d-9a69-4295-b5ab-e6dbb3bc5f56,lopb7eqfsm,pill,Moexipril Hydrochloride and Hydrochlorothiazide,56,1,false,Face to face incremental projection
09179812-3b97-478c-92d7-45bb88299a1b,6i99GCG,strip,dg health arthritis pain relief,13,3,true,User-centric high-level task-force
842df491-6de7-4152-b918-1d01278c34e2,CEf81AbtFv,each,Fludeoxyglucose F18,96,1,false,Team-oriented even-keeled forecast
adb4a8eb-fbcb-4424-97b8-94824088be84,U5HdYQ9,pill,PROPRANOLOL HYDROCHLORIDE,26,9,false,Automated static product
94e2c725-9bf2-43e4-85df-7f0cebce0de5,Lz43sN5,each,NITROGEN,14,4,true,Persevering logistical collaboration
582548cb-bf9d-46e1-b437-5f1f210b220b,RIQvkLPCsbIC,each,ATORVASTATIN CALCIUM,33,4,false,Compatible demand-driven synergy
cb474ff3-c2f9-4c65-b79c-9d572d95105b,3ioL45ZI,pill,Junior Rapid Melts Grape,81,2,true,Digitized local intranet
b8f9f097-3075-40dd-81c3-4adb41bc35b6,bG4Lc49t,injection,CARMEX original lip balm EXTERNAL ANALGESIC,64,1,false,Sharable logistical knowledge base
df0bf51d-175a-48bb-945f-741e9dbcdcf6,TlAxNz,strip,BB Cream Medium,94,8,true,User-friendly upward-trending knowledge base
930dee33-a5b7-420b-8c8d-4184a9fc9b59,h4h08Z,injection,EPANED,39,8,true,Enhanced analyzing functionalities
026f1cfd-9ec5-4c81-92c1-a7c712f42bd8,YYUUKdQra,strip,Rugby Nasal Decongestant,65,5,false,Decentralized client-server data-warehouse
5ed18561-404b-40b5-88c9-9cec67bb8985,JBX5KfWnN,strip,ASTAGRAF XL,67,4,false,Multi-channelled methodical utilisation
faee72f8-ba81-48b3-b3a9-3b20297aef1e,va5C3N,injection,Clotrimazole,77,5,true,Team-oriented mission-critical policy
d991e93d-d45e-4c99-8499-eb0928827497,6nCe23K4LhBh,injection,LBEL,83,8,false,Visionary didactic hardware
4e730f33-2dbd-4f0a-9405-82d99ef20882,qleKi5,strip,Benzoin Compound Tincture,47,1,false,Polarised didactic methodology
7f4e95b6-1004-4c8b-9b63-1afb8e28ece9,7q5FlScT,strip,"Orphenadrine Citrate, Aspirin and Caffeine",78,3,false,Distributed mobile encoding
db19a79d-f045-47c7-b625-1cc34762231e,3RCTXs,injection,Azopt,24,9,true,Compatible intangible interface
911b8d7d-afc6-478b-9c5c-cddf896f958f,BmMRkQ,pill,Modafinil,83,8,true,Decentralized maximized customer loyalty
96ff0a10-7f00-4a15-9831-a125f05a66f0,ijUbjb,each,Marqibo,99,9,true,Configurable 24/7 migration
7068bb44-b60f-43f6-9d3e-5e02258d0e3e,5QO42DXk,strip,Pain and Fever,63,9,true,Assimilated explicit database
06b2f998-359f-4064-ba8f-9c6ee7524aa0,ggvqS9RiAL,each,HGH,66,7,true,Integrated explicit archive
0fa001d3-9013-4814-946e-76e2a6fc98ae,ScxxKedi,each,Fosinopril Sodium and Hydrochlorothiazide,68,7,false,Pre-emptive bi-directional collaboration
2c6e06ed-9652-4534-82c0-557b722c8270,Fojwdst,injection,Maximum Strength Mucus Relief Cold Flu and Sore Throat,100,4,false,Monitored 4th generation capacity
3570b76b-aaa6-4bde-bd69-c3cacfab1ee1,rnhxYbQE,strip,Icy Hot,31,8,true,Multi-channelled bottom-line strategy
94b3c4c8-1181-4923-bfc4-018127ae673c,x2DeTifsui,pill,Colace,24,10,false,Ergonomic eco-centric alliance
394e3757-633b-4591-b2b7-6995be4a6f54,copiBBehhuwN,pill,FUTURIST AGE RESISTING MAKEUP,2,3,true,Automated zero defect core
e48f8db3-aa0e-431a-b9e0-71bff9345218,NRTGLxAsjT,each,SERTRALINE HYDROCHLORIDE,99,5,false,Organic full-range knowledge user
f9f9ba64-8b20-4d2a-97f0-b63db93076e6,rMNHS4,injection,Prednisone,82,8,true,Re-contextualized stable extranet
bacc6aba-5e54-4443-b1e4-428f08b7f761,GTomLIbxdc,injection,Akne-mycin,39,2,false,Synchronised uniform core
c26454e3-4399-45fc-a2bb-952a49010897,Fp1e6Ctt2mOJ,strip,Neutrogena,92,8,false,Ameliorated even-keeled support
c4c002ec-2d32-4ebc-a343-44b7c1f5cb53,gWXf2ncP,each,Naproxen Sodium,60,3,true,Cross-platform content-based forecast
eb6e9fe5-d488-486d-b7bf-21937d3eaf3e,pvBgzH,pill,Tivicay,93,4,true,Up-sized well-modulated conglomeration
0af7658b-c4fb-44b0-94de-0cd33f0aa618,KaYHEh5i,each,Lamotrigine,87,1,false,Cross-platform systematic service-desk
a46d052f-f36b-48e6-9c97-f2d94621c4f6,BhSsmIcIbiq,strip,JUNIOR STRENGTH ADVIL,78,1,false,Future-proofed web-enabled support
9124a0dd-841e-41f8-952f-42c56ab3cd81,OUWqOibD35,strip,LE TECHNIQ ANTIBACTERIAL,52,5,true,Diverse web-enabled instruction set
c92773f8-8a0e-480a-9494-99c3ebe042ec,UpG95h,pill,Gas Relief,87,3,true,Triple-buffered grid-enabled model
a5f95b68-e428-48be-a253-559a6d7746d6,KptsdrWk1q8h,pill,Cardizem LA,9,10,false,Fully-configurable leading edge alliance
da353fd8-8f97-428c-a21b-587585045f01,ewxBzFtzt4Z,injection,GEMCITABINE HYDROCHLORIDE,9,7,false,Reactive bandwidth-monitored service-desk
ffc18182-e378-4253-9401-840e01feff45,GnPfbK2C,injection,GAP Favorite Lip Balm,49,8,true,Multi-layered exuding orchestration
92c15323-8765-4f09-ab30-f932a68e4328,EAX55Dse,each,aspirin,72,1,false,Secured bifurcated paradigm
73ffb0ca-d45d-47df-8866-d03f09a25c3d,NHGjVSl,pill,Omeprazole,46,7,false,User-friendly grid-enabled portal
009c0021-fe59-4216-ac92-b6ff8484c92d,NoptseReHp4w,strip,Promethazine VC,3,1,true,Cross-platform uniform middleware
f5d1a322-d87c-4f63-861b-3fdb7ba9bf69,zP1ZwH,injection,VARIVAX,94,2,false,Streamlined grid-enabled model
1f67a41f-7cab-40e3-bce7-1ed7b12df340,AK1EiJcWh,strip,Levothyroxine Sodium,57,7,false,Multi-layered responsive budgetary management
7b5eb3b5-78cf-473e-b0d3-2cbe76b1585b,HpzaxCezmLr,strip,SHISEIDO THE SKINCARE DAY MOISTURE PROTECTION ENRICHED,76,2,true,Fundamental heuristic orchestration
14904663-cb5d-442b-9ef1-bebbbbadc781,x4cyiYKyT5,injection,Terrasil Molluscum Treatment,12,4,true,Optimized dedicated initiative
c6258e23-dc25-47f8-b0bb-aa1f61f2a6de,QVgHrWp2i,pill,Cepacol Sore Throat from Post Nasal Drip,50,1,false,Virtual systemic toolset
b4a4ea0f-b148-43b1-8afc-4abcf263f4e2,mWaLiDKK3,injection,PROSOPIS JULIFLORA POLLEN,52,5,true,Synergized intangible Graphic Interface
31251647-3ebf-488c-a0bf-a6c1270efef6,3Evd37LQU,strip,Levofloxacin,51,1,true,Grass-roots needs-based core
a846a256-d600-4935-96c0-8504bc3ba431,4qCiXs1dVs,strip,Bronci,18,9,true,Diverse asymmetric superstructure
5080e909-4c7f-430e-a2e3-94a65c711c74,DOWpr3,each,SUN Tinted Solar Defense Organic SPF 30,10,7,false,Face to face multimedia array
c0bf38a6-46a0-40dd-a8d7-d45c9a5feefe,SwteE63T,strip,Easydew EX Fresh Mild SunScreen,85,4,true,Programmable next generation projection
