id,emergencyorderpoint,maxperiodsofstock,minperiodsofstock,facilitytypeid,orderableid,programid
0fd65e78-7bcb-4b2b-b860-445e86818b02,4,37,8,ac1d268b-ce10-455f-bf87-9c667da8f060,812890d1-cb3d-4bac-8973-e3b185c733df,10845cb9-d365-4aaa-badd-b4fa39c6a26a
8f499c7a-8a89-4f2b-9080-222ef58be705,2,94,3,ac1d268b-ce10-455f-bf87-9c667da8f060,953a9759-8577-4f38-b650-17372113ea10,10845cb9-d365-4aaa-badd-b4fa39c6a26a
971d6fb6-1dff-4e80-8fff-d89c9c3dfe07,5,43,9,ac1d268b-ce10-455f-bf87-9c667da8f060,fc4eff82-5835-457c-a2a3-4bb3435f8bfd,10845cb9-d365-4aaa-badd-b4fa39c6a26a
16096354-51af-40ba-896e-cd0e95060dd6,2,98,9,ac1d268b-ce10-455f-bf87-9c667da8f060,373bcd41-e01e-4b3b-853a-f7b9920b1bb0,10845cb9-d365-4aaa-badd-b4fa39c6a26a
6a6b39d6-34d2-46ae-b68b-8c96588beda9,4,64,7,ac1d268b-ce10-455f-bf87-9c667da8f060,6a49d9af-2d6a-48fe-a7d2-d5fcf3bc36d8,10845cb9-d365-4aaa-badd-b4fa39c6a26a
c6f4b561-ceee-4ec8-b108-d60dfd0e319e,5,82,4,ac1d268b-ce10-455f-bf87-9c667da8f060,c192f43b-a8ab-432b-b9a5-b46718c953b1,10845cb9-d365-4aaa-badd-b4fa39c6a26a
f664d457-c680-41ef-ad4e-0d58f04469d7,4,100,6,ac1d268b-ce10-455f-bf87-9c667da8f060,b5286fa3-1d63-47f1-a349-2b54f4ac9886,10845cb9-d365-4aaa-badd-b4fa39c6a26a
c42877e9-7239-4d17-b989-346b7a316371,4,77,7,ac1d268b-ce10-455f-bf87-9c667da8f060,d611c8ce-a756-46f3-b5ab-d98cc9cbe258,10845cb9-d365-4aaa-badd-b4fa39c6a26a
e4f731b7-3fa6-46eb-ab0e-42395ae40af9,3,97,3,ac1d268b-ce10-455f-bf87-9c667da8f060,597ddf42-dce5-402f-bdec-24ef8bbc68b9,10845cb9-d365-4aaa-badd-b4fa39c6a26a
d9973c25-e6a8-4687-80d4-452a485dcd24,2,97,6,ac1d268b-ce10-455f-bf87-9c667da8f060,bd0968f2-2a34-450f-bf89-1d00ff060146,10845cb9-d365-4aaa-badd-b4fa39c6a26a
8d692d62-7296-45a4-9582-5f9c187cf3cf,4,61,4,ac1d268b-ce10-455f-bf87-9c667da8f060,44edc9e8-ca04-4be0-bd55-81ffebadb71c,10845cb9-d365-4aaa-badd-b4fa39c6a26a
648c6093-4136-4513-b302-e11fe06d6b2a,3,84,1,ac1d268b-ce10-455f-bf87-9c667da8f060,aeebeb7c-0193-4c0e-a292-d332c7668f5d,10845cb9-d365-4aaa-badd-b4fa39c6a26a
d0bca035-66af-423a-bb83-2d738bdbf94c,2,47,2,ac1d268b-ce10-455f-bf87-9c667da8f060,9b8b8609-79d4-4e16-82a0-04d2cca44d09,10845cb9-d365-4aaa-badd-b4fa39c6a26a
d6f12754-f8b6-429f-97ac-5910ab9e0e79,4,23,8,ac1d268b-ce10-455f-bf87-9c667da8f060,9c6b461e-2cb2-49b4-a506-e00e9c5f9aea,10845cb9-d365-4aaa-badd-b4fa39c6a26a
bf5c1009-1e49-452d-82ad-e1d3b7e45510,3,65,5,ac1d268b-ce10-455f-bf87-9c667da8f060,808b43a0-a590-4a76-9ade-0afc09aa0596,10845cb9-d365-4aaa-badd-b4fa39c6a26a
96765682-e9d4-423f-b347-f87702c5f443,4,16,7,ac1d268b-ce10-455f-bf87-9c667da8f060,5c874536-f901-4671-ad0e-3d4b76019a80,10845cb9-d365-4aaa-badd-b4fa39c6a26a
2d75fab3-c7dc-4867-be19-7dc19aaf1c36,2,40,8,ac1d268b-ce10-455f-bf87-9c667da8f060,53665a53-2a24-4145-88a1-5616b542de75,10845cb9-d365-4aaa-badd-b4fa39c6a26a
4cef57d3-92a6-46e3-9948-5444f767727a,2,36,2,ac1d268b-ce10-455f-bf87-9c667da8f060,dcb679d5-2688-48ef-8276-ad9340b30ae9,10845cb9-d365-4aaa-badd-b4fa39c6a26a
e57c9b36-9141-4897-b265-3c43cea7a5b6,1,63,1,ac1d268b-ce10-455f-bf87-9c667da8f060,054abd96-35ad-499e-925f-3faeb73f0185,10845cb9-d365-4aaa-badd-b4fa39c6a26a
a7a5bac9-e208-4c65-a3be-051597db9e41,3,34,5,ac1d268b-ce10-455f-bf87-9c667da8f060,1ec0fcb8-2428-4d07-9def-c2c82b7727a0,10845cb9-d365-4aaa-badd-b4fa39c6a26a
6b49a7c4-fb87-4a54-916a-4d783bdbc014,5,89,6,ac1d268b-ce10-455f-bf87-9c667da8f060,9ca39aad-c4fb-47f8-94ab-66a34e31f9ae,10845cb9-d365-4aaa-badd-b4fa39c6a26a
2828f30d-b93f-4489-9e24-c5abce1e5af9,5,25,4,ac1d268b-ce10-455f-bf87-9c667da8f060,89a9106b-34bb-4c92-a303-f32587d91fa3,10845cb9-d365-4aaa-badd-b4fa39c6a26a
d9fec663-b521-4bd0-8d0e-e52cd15c1d66,5,64,3,ac1d268b-ce10-455f-bf87-9c667da8f060,5dc6931b-9b08-44f3-8793-eab5bc063e3e,10845cb9-d365-4aaa-badd-b4fa39c6a26a
9e049184-38e1-4e2a-a8f1-991f8304c708,5,92,9,ac1d268b-ce10-455f-bf87-9c667da8f060,848eeb3a-4ec0-480c-82e7-9883fe9231a4,10845cb9-d365-4aaa-badd-b4fa39c6a26a
cd334f4f-cfed-4183-b380-b5e8a802e338,5,78,2,ac1d268b-ce10-455f-bf87-9c667da8f060,7a56a0b9-8714-4ff3-9ffd-da13b23180fd,10845cb9-d365-4aaa-badd-b4fa39c6a26a
c69b6dcb-193a-421a-a215-0216a7365c8b,4,90,4,ac1d268b-ce10-455f-bf87-9c667da8f060,d632be87-cef2-4c26-b9cf-56e6e9538de0,10845cb9-d365-4aaa-badd-b4fa39c6a26a
6d8ad993-1084-4c82-84d3-1beb21fe0039,2,84,1,ac1d268b-ce10-455f-bf87-9c667da8f060,8d155d3b-6e60-4fbf-b433-ffa4d78f5cf1,10845cb9-d365-4aaa-badd-b4fa39c6a26a
749885f9-60eb-4c56-95a5-0caf237c60f0,1,13,3,ac1d268b-ce10-455f-bf87-9c667da8f060,09379dfa-fb51-4765-9b17-5cf3e50a0c4b,10845cb9-d365-4aaa-badd-b4fa39c6a26a
96326b66-ec00-4c65-adc3-1f55da9cb6e5,5,64,9,ac1d268b-ce10-455f-bf87-9c667da8f060,d9f7c022-5454-40ab-a96c-ebf27a71e726,10845cb9-d365-4aaa-badd-b4fa39c6a26a
78bd20d0-b4b9-4d63-ac1b-fb41eb167c02,5,78,8,ac1d268b-ce10-455f-bf87-9c667da8f060,98119bba-c418-43fb-912d-ff5eb8a30b71,10845cb9-d365-4aaa-badd-b4fa39c6a26a
548c6677-95da-4bfa-9f96-30e1dbf27762,2,77,7,ac1d268b-ce10-455f-bf87-9c667da8f060,fe097b6f-e182-465f-bbef-44f4ba8ebe1a,10845cb9-d365-4aaa-badd-b4fa39c6a26a
4bd03eca-2183-46ba-9596-c3caa3dbf3df,3,96,5,ac1d268b-ce10-455f-bf87-9c667da8f060,6db97951-e78c-4993-b830-08e09dc1b340,10845cb9-d365-4aaa-badd-b4fa39c6a26a
df8f3616-3efc-4eb7-b613-95c7d6d87594,1,23,1,ac1d268b-ce10-455f-bf87-9c667da8f060,27a98627-050a-4bfa-83aa-f0443f56ba4d,10845cb9-d365-4aaa-badd-b4fa39c6a26a
665dfa8f-ced1-4c21-b5b7-90b8db92807c,5,92,6,ac1d268b-ce10-455f-bf87-9c667da8f060,6697de57-d64a-463b-b117-bd35f9efcf5e,10845cb9-d365-4aaa-badd-b4fa39c6a26a
a26754da-6ae8-4b23-930d-9ebf1aa0ba09,5,99,9,ac1d268b-ce10-455f-bf87-9c667da8f060,1ed850b1-e20c-4d3f-ae15-0403b5c84c92,10845cb9-d365-4aaa-badd-b4fa39c6a26a
1d79d86c-ad7f-4c25-85fb-a29900bb0368,1,12,8,ac1d268b-ce10-455f-bf87-9c667da8f060,9e361b52-2410-4b63-b076-3b8e8bed5f93,10845cb9-d365-4aaa-badd-b4fa39c6a26a
606c2da7-48ef-48a4-bbc5-4eb7c01aecb5,1,57,9,ac1d268b-ce10-455f-bf87-9c667da8f060,e5a9b49e-1c70-4ef8-918f-b1aecc3255fb,10845cb9-d365-4aaa-badd-b4fa39c6a26a
dfbd523f-0b59-4060-aaff-e4ee0acc5e9f,1,80,1,ac1d268b-ce10-455f-bf87-9c667da8f060,7d196f40-e9e3-4e7e-9c8e-047ab123aa6e,10845cb9-d365-4aaa-badd-b4fa39c6a26a
21ca21a1-fdc5-45c9-b6c5-73d4df4eb4cf,4,64,4,ac1d268b-ce10-455f-bf87-9c667da8f060,29d61da8-a72d-4034-a44c-c9d2edc8341d,10845cb9-d365-4aaa-badd-b4fa39c6a26a
32671129-e171-4a1b-86fd-c58c0868d0f2,1,79,4,ac1d268b-ce10-455f-bf87-9c667da8f060,4583ae53-ca6d-4269-b7ee-a53740c306f0,10845cb9-d365-4aaa-badd-b4fa39c6a26a
e41e4457-567b-4da8-bdbe-daeb18ccc638,2,45,5,ac1d268b-ce10-455f-bf87-9c667da8f060,e3dfa2eb-f875-4ab4-9c45-ab057881d611,10845cb9-d365-4aaa-badd-b4fa39c6a26a
a97a82c6-e8fb-48dd-86d2-e87520f8fee0,5,57,9,ac1d268b-ce10-455f-bf87-9c667da8f060,0c10e648-c397-4c39-9be0-b8b5bea93815,10845cb9-d365-4aaa-badd-b4fa39c6a26a
8b1b6f37-2b5a-476b-aa14-43a2f6508025,4,79,7,ac1d268b-ce10-455f-bf87-9c667da8f060,416c6e33-e30c-4a7b-bfdc-90d779653a2d,10845cb9-d365-4aaa-badd-b4fa39c6a26a
9b7f94d5-769a-4347-91af-7261071179c5,2,10,3,ac1d268b-ce10-455f-bf87-9c667da8f060,1bed65b6-443d-4c5e-a983-4f1cd1c65861,10845cb9-d365-4aaa-badd-b4fa39c6a26a
93d80d66-17e6-49a4-9c1a-b945c23307b0,3,20,1,ac1d268b-ce10-455f-bf87-9c667da8f060,117fa784-47b0-42de-9881-643ab9b11d78,10845cb9-d365-4aaa-badd-b4fa39c6a26a
